qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
DU4_S6_NODE_2_length_59917_cov_9.831634_33,ALY07613.1,48.0,148,63,2,7,140,6,153,3.28e-36,124.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,ALY07613.1,dUTPase,Nodularia phage vB_NpeS-2AV2,154.0,KU230356.1,139100.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ravarandavirus,,Ravarandavirus rv2AV2,E,Nodularia phage vB_NpeS-2AV2,,,KU230356,NC_048637,Complete genome,dsDNA,bacteria,71.03999999999999
DU4_S6_NODE_2_length_59917_cov_9.831634_37,AKC03047.1,47.9,73,38,0,8,80,10,82,8.11e-16,68.2,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AKC03047.1,holin,Gordonia phage Gsput1,86.0,KP790011.1,43505.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ruthgordonvirinae,Gesputvirus,,Gesputvirus gsput1,E,Gordonia phage Gsput1,,,KP790011,NC_030932,Complete genome,dsDNA,bacteria,34.967
DU4_S6_NODE_2_length_59917_cov_9.831634_38,ANT41094.1,27.9,147,88,2,213,359,477,605,9.58e-08,56.6,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,ANT41094.1,hypothetical protein SEA_NANODON_24,Streptomyces phage Nanodon,605.0,KX344445.1,50082.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Arquatrovirinae,Likavirus,,Likavirus nanodon,E,Streptomyces phage Nanodon,,,KX344445,NC_031078,Complete genome,dsDNA,bacteria,41.013
DU4_S6_NODE_2_length_59917_cov_9.831634_40,ATW69340.1,48.2,114,52,3,1,114,3,109,6.25e-19,88.6,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,ATW69340.1,hypothetical protein SEA_MANUEL_42,Streptomyces phage Manuel,487.0,MG518519.1,45177.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Beephvirinae,Manuelvirus,,Manuelvirus manuel,E,Streptomyces phage Manuel,,,MG518519,NC_048685,Complete genome,dsDNA,bacteria,54.948
DU4_S6_NODE_2_length_59917_cov_9.831634_41,AMM44204.1,31.4,204,130,8,76,279,275,468,4.32e-16,80.5,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AMM44204.1,minor tail protein,Arthrobacter phage KellEzio,469.0,KU647626.1,58871.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kelleziovirus,,Kelleziovirus kellezzio,E,Arthrobacter phage KellEzio,,,KU647626,NC_031231,Complete genome,dsDNA,bacteria,64.056
DU4_S6_NODE_2_length_59917_cov_9.831634_42,AMS02587.1,21.8,440,272,18,625,1040,776,1167,1.89e-06,56.2,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AMS02587.1,tape measure protein,Gordonia phage Yvonnetastic,2765.0,KU963248.1,98136.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Yvonnevirus,,Gordonia virus Yvonnetastic,E,Gordonia phage Yvonnetastic,,,KU963248,NC_031230,Complete genome,dsDNA,bacteria,95.92000000000002
DU4_S6_NODE_2_length_59917_cov_9.831634_45,AMM44200.1,44.2,190,96,3,3,182,4,193,4.06e-44,147.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AMM44200.1,hypothetical protein KELLEZIO_30,Arthrobacter phage KellEzio,196.0,KU647626.1,58871.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kelleziovirus,,Kelleziovirus kellezzio,E,Arthrobacter phage KellEzio,,,KU647626,NC_031231,Complete genome,dsDNA,bacteria,83.98
DU4_S6_NODE_2_length_59917_cov_9.831634_47,AEJ92091.1,28.5,456,275,18,136,550,10,455,2.71e-24,111.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AEJ92091.1,terminase large subunit,Mycobacterium phage Optimus,860.0,JF957059.1,109270.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus optimus,E,Mycobacterium phage Optimus,,,JF957059,NC_041844,Complete genome,dsDNA,bacteria,129.95999999999998
DU4_S6_NODE_2_length_59917_cov_9.831634_55,QBZ72694.1,23.4,389,232,14,78,439,19,368,1.07e-19,93.2,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,QBZ72694.1,metallophosphoesterase,Gordonia phage GodonK,381.0,MK620899.1,122563.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Godonkavirus,,Godonkavirus godonK,E,Gordonia phage GodonK,,,MK620899,NC_048176,Complete genome,dsDNA,bacteria,91.026
DU4_S6_NODE_2_length_59917_cov_9.831634_6,AUG85085.1,59.5,568,222,3,4,570,5,565,2.7500000000000003e-248,695.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AUG85085.1,hypothetical protein CETO_78,Vibrio phage Ceto,565.0,MG649966.1,128241.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Demerecviridae,Ermolyevavirinae,Cetovirus,,Cetovirus ceto,E,Vibrio phage Ceto,,,MG649966,NC_042094,Complete genome,dsDNA,bacteria,337.96
DU4_S6_NODE_2_length_59917_cov_9.831634_7,AEK09732.1,35.9,153,83,9,36,177,14,162,4.33e-14,69.3,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,AEK09732.1,HNH endonuclease,Mycobacterium phage Museum,172.0,JF937103.1,51426.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Fromanvirus,,Fromanvirus museum,E,Mycobacterium phage Museum,,,JF937103,NC_042324,Complete genome,dsDNA,bacteria,54.927
DU4_S6_NODE_2_length_59917_cov_9.831634_8,ASV43422.1,59.5,326,126,3,3,324,18,341,1.02e-133,386.0,DU4_S6_NODE_2_length_59917_cov_9.831634,55350,ASV43422.1,"ribonucleotide reductase of class Ia (aerobic), beta subunit",Vibrio phage JSF10,347.0,KY883654.1,111671.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Demerecviridae,Ermolyevavirinae,Jesfedecavirus,,Jesfedecavirus JSF10,E,Vibrio phage JSF10,,,KY883654,NC_042074,Complete genome,dsDNA,bacteria,193.97
DU4_S6_NODE_30_length_8876_cov_4.336970_3,CCI88606.1,61.4,101,39,0,4,104,5,105,8.85e-39,127.0,DU4_S6_NODE_30_length_8876_cov_4.336970,8535,CCI88606.1,FIG00694808: hypothetical protein,Yersinia phage phiR1-RT,108.0,HE956709.1,168809.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Straboviridae,Tevenvirinae,Tegunavirus,,Tegunavirus r1rt,E,Yersinia phage phiR1-RT,,,HE956709,NC_019909,Complete genome,dsDNA,bacteria,62.013999999999996
DU4_S6_NODE_30_length_8876_cov_4.336970_5,AIK67687.1,34.5,232,124,11,3,220,2,219,6.56e-24,97.4,DU4_S6_NODE_30_length_8876_cov_4.336970,8535,AIK67687.1,DNA methylase,Mycobacterium phage Inventum,222.0,KM066034.1,57052.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Cheoctovirus,,Cheoctovirus inventum,E,Mycobacterium phage Inventum,,,KM066034,NC_026596,Complete genome,dsDNA,bacteria,80.03999999999999
DU4_S6_NODE_32_length_8558_cov_10.498762_10,QMV32665.1,40.4,146,79,3,67,212,21,158,1.67e-27,106.0,DU4_S6_NODE_32_length_8558_cov_10.498762,7227,QMV32665.1,terminase small subunit,Ralstonia phage Cimandef,181.0,MT740730.2,55171.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus cimandef,E,Ralstonia phage Cimandef,Cimandef,,MT740730,NC_054956,Complete genome,dsDNA,bacteria,58.983999999999995
DU4_S6_NODE_32_length_8558_cov_10.498762_14,AMW35744.1,38.4,177,106,2,6,181,3,177,1.0800000000000001e-27,105.0,DU4_S6_NODE_32_length_8558_cov_10.498762,7227,AMW35744.1,DNA invertase (plasmid),Haematospirillum jordaniae,184.0,CP014526.1,32967.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Sanguivirus,,Sanguivirus H5569V,E,Haematospirillum jordaniae strain H5569 plasmid unnamed 1,,,CP014526,,Complete genome,dsDNA,bacteria,67.968
DU4_S6_NODE_33_length_8372_cov_15.904762_13,QHB38634.1,46.7,90,42,2,112,200,193,277,9.99e-17,79.3,DU4_S6_NODE_33_length_8372_cov_15.904762,8061,QHB38634.1,DNA methyltransferase,Flavobacterium phage vB_FspS_filifjonk9-1,280.0,MN812206.1,38028.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus filifjonk,E,vB_FspS_filifjonk9-1,,,MN812206,NC_048831,Complete genome,dsDNA,bacteria,42.03
DU4_S6_NODE_33_length_8372_cov_15.904762_4,AKG94557.1,40.0,305,158,7,1,290,1,295,4.79e-61,198.0,DU4_S6_NODE_33_length_8372_cov_15.904762,8061,AKG94557.1,primase-like protein,Paracoccus phage Shpa,305.0,KR072689.1,38261.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vhulanivirus,,Vhulanivirus Shpa,E,Paracoccus phage Shpa,,,KR072689,NC_041868,Complete genome,dsDNA,bacteria,122.0
DU4_S6_NODE_33_length_8372_cov_15.904762_5,AKG94556.1,49.6,516,251,5,11,524,10,518,3.9799999999999997e-171,496.0,DU4_S6_NODE_33_length_8372_cov_15.904762,8061,AKG94556.1,DEAD/DEAH box helicase-like protein,Paracoccus phage Shpa,521.0,KR072689.1,38261.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vhulanivirus,,Vhulanivirus Shpa,E,Paracoccus phage Shpa,,,KR072689,NC_041868,Complete genome,dsDNA,bacteria,255.936
DU4_S6_NODE_37_length_6872_cov_4.263870_11,AEO93507.1,28.8,146,89,6,1,141,1,136,3.05e-11,60.5,DU4_S6_NODE_37_length_6872_cov_4.263870,6078,AEO93507.1,gp248,Bacillus phage G,137.0,JN638751.1,497513.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Donellivirus,,Donellivirus gee,E,Bacillus phage G,,,JN638751,NC_023719,Complete genome,dsDNA,bacteria,42.048
DU4_S6_NODE_37_length_6872_cov_4.263870_12,AAR89782.1,29.7,269,168,6,9,262,10,272,4.02e-25,103.0,DU4_S6_NODE_37_length_6872_cov_4.263870,6078,AAR89782.1,hypothetical protein PBI_BETHLEHEM_62,Mycobacterium phage Bethlehem,273.0,AY500153.1,52250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Fromanvirus,,Fromanvirus bethlehem,E,Mycobacterium phage Bethlehem,,,AY500153,NC_009878,Complete genome,dsDNA,bacteria,79.893
DU4_S6_NODE_37_length_6872_cov_4.263870_14,AII29659.1,31.7,205,117,8,7,192,97,297,2.55e-20,89.0,DU4_S6_NODE_37_length_6872_cov_4.263870,6078,AII29659.1,exonuclease,Propionibacterium phage PHL141N00,313.0,KJ578781.1,29494.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pahexavirus,,Pahexavirus PHL141N00,E,Propionibacterium phage PHL141N00,,,KJ578781,NC_027389,Complete genome,dsDNA,bacteria,64.985
DU4_S6_NODE_37_length_6872_cov_4.263870_3,ASD50531.1,50.8,236,109,2,12,244,2,233,6.6e-89,266.0,DU4_S6_NODE_37_length_6872_cov_4.263870,6078,ASD50531.1,exonuclease,Acidovorax phage ACP17,247.0,KY979132.2,156281.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Busanvirus,,Busanvirus ACP17,E,Acidovorax phage ACP17,,,KY979132,NC_041997,Complete genome,dsDNA,bacteria,119.88799999999999
DU4_S6_NODE_38_length_6834_cov_4.718958_11,ADL71351.1,64.4,73,24,2,4,75,3,74,4.5800000000000004e-29,100.0,DU4_S6_NODE_38_length_6834_cov_4.718958,5856,ADL71351.1,hypothetical protein CRIMD_4,Mycobacterium phage CrimD,75.0,HM152767.2,59798.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Anayavirus,,Anayavirus crimD,E,Mycobacterium phage CrimD,,,HM152767,NC_014459,Complete genome,dsDNA,bacteria,47.012
DU4_S6_NODE_39_length_6792_cov_5.501415_20,AAF30379.1,48.8,129,61,5,15,140,104,230,2.3800000000000003e-31,114.0,DU4_S6_NODE_39_length_6792_cov_5.501415,6429,AAF30379.1,hypothetical protein HK022_37,Escherichia phage HK022,235.0,AF069308.1,40751.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Hendrixvirinae,Shamshuipovirus,,Shamshuipovirus HK022,E,Escherichia phage HK022,,,AF069308,NC_002166,Complete genome,dsDNA,bacteria,62.952
DU4_S6_NODE_39_length_6792_cov_5.501415_7,AWD92355.1,42.7,75,41,1,1,73,1,75,1.69e-18,74.7,DU4_S6_NODE_39_length_6792_cov_5.501415,6429,AWD92355.1,hypothetical protein,Dickeya phage Dagda,83.0,MH059632.2,40484.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,Studiervirinae,Aarhusvirus,,Aarhusvirus dagda,E,Dickeya phage Dagda,,,MH059632,NC_047961,Complete genome,dsDNA,bacteria,32.025000000000006
DU4_S6_NODE_3_length_59909_cov_10.615306_12,ARB06105.1,26.8,411,238,18,12,388,14,395,2.2e-13,73.9,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,ARB06105.1,coat protein,Dinoroseobacter phage vB_DshS-R5C,409.0,KY606587.1,77874.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nanhaivirus,,Nanhaivirus D5C,E,Dinoroseobacter phage vB_DshS-R5C,,,KY606587,NC_041921,Complete genome,dsDNA,bacteria,110.14800000000001
DU4_S6_NODE_3_length_59909_cov_10.615306_21,QMV33092.1,47.3,91,48,0,92,182,41,131,2.61e-24,96.7,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,QMV33092.1,hypothetical protein 18C_00024,Ralstonia phage Firinga,179.0,MT740737.1,39744.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Firingavirus,,Firingavirus firinga,E,Ralstonia phage Firinga,Firinga,,MT740737,NC_054961,Complete genome,dsDNA,bacteria,43.043
DU4_S6_NODE_3_length_59909_cov_10.615306_22,QDF20016.1,43.8,73,31,2,388,453,1510,1579,8.1e-06,51.6,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,QDF20016.1,tape measure protein,Corynebacterium phage Stiles,1731.0,MK977710.1,42846.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Samwavirus,,Samwavirus stiles,E,Corynebacterium phage Stiles,,,MK977710,NC_048789,Complete genome,dsDNA,bacteria,31.973999999999997
DU4_S6_NODE_3_length_59909_cov_10.615306_25,QMP19179.1,29.9,321,179,11,8,291,150,461,1.4800000000000002e-21,96.7,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,QMP19179.1,tail fiber,Pseudomonas phage Persinger,462.0,MT613935.1,44033.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Harrisonburgvirus,,Harrisonburgvirus persinger,E,Pseudomonas phage Persinger,,,MT613935,NC_054149,Complete genome,dsDNA,bacteria,95.979
DU4_S6_NODE_3_length_59909_cov_10.615306_32,QOE32795.1,47.9,165,77,4,2,158,3,166,1.52e-39,134.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,QOE32795.1,endolysin,Achromobacter phage Mano,170.0,MT708550.1,42452.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Manovirus,,Manovirus Mano,E,Achromobacter phage Mano,,,MT708550,NC_054147,Complete genome,dsDNA,bacteria,79.035
DU4_S6_NODE_3_length_59909_cov_10.615306_33,ACG60367.1,64.6,130,36,3,11,131,3,131,9.77e-49,155.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,ACG60367.1,hypothetical protein phiPLPE_45,Iodobacter phage PhiPLPE,135.0,EU876853.1,47453.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Iodovirus,,Iodovirus PLPE,E,Iodobacter phage PhiPLPE,,,EU876853,NC_011142,Complete genome,dsDNA,bacteria,83.97999999999999
DU4_S6_NODE_3_length_59909_cov_10.615306_34,AGR47838.1,47.3,93,44,1,7,99,10,97,1.51e-20,81.6,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AGR47838.1,hypothetical protein SmphiM12_206,Sinorhizobium phage phiM12,106.0,KF381361.1,194701.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Emdodecavirus,,Emdodecavirus M12,E,Sinorhizobium phage phiM12,,,KF381361,NC_027204,Complete genome,dsDNA,bacteria,43.989
DU4_S6_NODE_3_length_59909_cov_10.615306_47,AAR89649.1,47.1,104,40,3,1,89,1,104,3.4200000000000005e-21,82.4,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AAR89649.1,hypothetical protein PBI_U2_10,Mycobacterium phage U2,104.0,AY500152.1,51277.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Fromanvirus,,Fromanvirus U2,E,Mycobacterium phage U2,,,AY500152,NC_009877,Complete genome,dsDNA,bacteria,48.984
DU4_S6_NODE_3_length_59909_cov_10.615306_5,BAN16842.1,31.1,151,93,7,1,143,1,148,2.52e-07,50.4,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,BAN16842.1,hypothetical protein,Edwardsiella phage PEi21,158.0,AP013057.1,43378.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Yokohamavirus,,Yokohamavirus PEi21,E,Edwardsiella phage PEi21,,,AP013057,NC_021342,Complete genome,dsDNA,bacteria,46.961000000000006
DU4_S6_NODE_3_length_59909_cov_10.615306_52,BAO04708.1,39.7,551,319,9,1,543,29,574,5.09e-96,306.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,BAO04708.1,putative phage-type endonuclease,Ralstonia phage RSK1,592.0,AB863625.1,40471.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Firingavirus,,Firingavirus RSK1,E,Ralstonia phage RSK1,,,AB863625,NC_022915,Complete genome,dsDNA,bacteria,218.747
DU4_S6_NODE_3_length_59909_cov_10.615306_6,AEZ50859.1,56.2,518,221,5,9,521,27,543,5.23e-207,588.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AEZ50859.1,terminase large subunit,Burkholderia phage DC1,545.0,JN662425.1,61847.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lessievirus,,Lessievirus DC1,E,Burkholderia phage DC1,,,JN662425,NC_018452,Complete genome,dsDNA,bacteria,291.116
DU4_S6_NODE_3_length_59909_cov_10.615306_64,AAL40310.1,42.9,343,125,9,1,288,1,327,5.31e-76,237.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AAL40310.1,gp37,Burkholderia phage phiE125,330.0,AF447491.1,53373.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stanholtvirus,,Stanholtvirus E125,E,Burkholderia phage phiE125,,,AF447491,NC_003309,Complete genome,dsDNA,bacteria,147.147
DU4_S6_NODE_3_length_59909_cov_10.615306_69,CDN90822.1,48.2,442,226,3,17,455,10,451,7.379999999999999e-137,404.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,CDN90822.1,Replicative DNA helicase,Escherichia phage RCS47,454.0,FO818745.1,115154.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Punavirus,,Punavirus RCS47,E,Escherichia phage RCS47,,,FO818745,NC_042128,Complete genome,dsDNA,bacteria,213.044
DU4_S6_NODE_3_length_59909_cov_10.615306_71,ALJ97988.1,39.8,133,79,1,3,135,2,133,2.23e-22,88.6,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,ALJ97988.1,holliday junction resolvase,Lactobacillus phage iA2,139.0,KR905068.1,34155.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Iaduovirus,,Iaduovirus iA2,E,Lactobacillus phage iA2,,,KR905068,NC_028830,Complete genome,dsDNA,bacteria,52.934
DU4_S6_NODE_3_length_59909_cov_10.615306_72,ASD50429.1,41.9,179,85,3,3,181,8,167,1.52e-47,155.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,ASD50429.1,hypothetical protein,Acidovorax phage ACP17,173.0,KY979132.2,156281.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Busanvirus,,Busanvirus ACP17,E,Acidovorax phage ACP17,,,KY979132,NC_041997,Complete genome,dsDNA,bacteria,75.001
DU4_S6_NODE_3_length_59909_cov_10.615306_74,APM00231.1,61.0,41,16,0,13,53,6,46,1.22e-09,53.9,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,APM00231.1,DNA methylase,Pseudoalteromonas phage C5a,474.0,KY045851.1,35209.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Catalunyavirus,,Catalunyavirus C5a,E,Pseudoalteromonas phage C5a,,,KY045851,NC_047790,Complete genome,dsDNA,bacteria,25.009999999999998
DU4_S6_NODE_3_length_59909_cov_10.615306_75,AEX55928.1,37.6,181,94,3,87,252,77,253,4.27e-22,94.4,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AEX55928.1,hypothetical protein PMG1_00057,Detrevirus PMG1,253.0,HQ711985.1,54024.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Detrevirus,,Detrevirus PMG1,E,Pseudomonas phage PMG1,,,HQ711985,NC_016765,Complete genome,dsDNA,bacteria,68.05600000000001
DU4_S6_NODE_3_length_59909_cov_10.615306_79,AKF13648.1,36.9,203,113,7,1,195,1,196,2e-31,115.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AKF13648.1,hypothetical protein PHIN3_385,Sinorhizobium phage phiN3,200.0,KR052482.1,206713.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Emdodecavirus,,Emdodecavirus N3,E,Sinorhizobium phage phiN3,,,KR052482,NC_028945,Complete genome,dsDNA,bacteria,74.907
DU4_S6_NODE_3_length_59909_cov_10.615306_84,BAG41512.1,48.1,81,39,3,2,82,5,82,9.19e-15,67.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,BAG41512.1,hypothetical protein,Ralstonia phage phiRSL1,86.0,AB366653.2,231255.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mieseafarmvirus,,Mieseafarmvirus RSL1,E,Ralstonia phage phiRSL1,,,AB366653,NC_010811,Complete genome,dsDNA,bacteria,38.961000000000006
DU4_S6_NODE_3_length_59909_cov_10.615306_9,ACI90966.1,31.9,182,104,5,570,736,302,478,5.16e-16,84.3,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,ACI90966.1,gp2.52,Bacillus phage SPO1,481.0,FJ230960.1,132562.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Spounavirinae,Okubovirus,,Okubovirus SPO1,E,Bacillus phage SPO1,,,FJ230960,NC_011421,Complete genome,dsDNA,bacteria,58.058
DU4_S6_NODE_3_length_59909_cov_10.615306_92,AHN84552.1,43.6,78,42,2,2,77,3,80,2.17e-11,58.2,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AHN84552.1,hypothetical protein 9g_00036,Enterobacteria phage 9g,81.0,KJ419279.1,56702.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Queuovirinae,Nonagvirus,,Nonagvirus nv9g,E,Enterobacteria phage 9g,,,KJ419279,NC_024146,Complete genome,dsDNA,bacteria,34.008
DU4_S6_NODE_3_length_59909_cov_10.615306_97,AXQ69555.1,46.1,178,73,7,7,161,156,333,7.910000000000001e-37,131.0,DU4_S6_NODE_3_length_59909_cov_10.615306,54393,AXQ69555.1,hypothetical protein CcrBL9_gp531,Caulobacter phage CcrBL9,334.0,MH588546.1,322272.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Dolichocephalovirinae,Bertelyvirus,,Bertelyvirus BL9,E,Caulobacter phage CcrBL9,,,MH588546,NC_048047,Complete genome,dsDNA,bacteria,82.058
DU4_S6_NODE_47_length_6348_cov_4.983735_4,CUR44281.1,26.1,184,129,4,28,210,84,261,5.52e-12,66.6,DU4_S6_NODE_47_length_6348_cov_4.983735,6495,CUR44281.1,von Willebrand factor type A domain protein,Pseudomonas phage VCM,267.0,LN887844.1,98765.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Otagovirus,,Otagovirus VCM,E,Pseudomonas phage VCM,,,LN887844,NC_029065,Complete genome,dsDNA,bacteria,48.02400000000001
DU4_S6_NODE_4_length_36351_cov_10.698958_1,APC46305.1,57.8,109,41,2,13,121,4,107,3.16e-32,114.0,DU4_S6_NODE_4_length_36351_cov_10.698958,33696,APC46305.1,transglycosylase,Streptomyces phage BRock,188.0,KX925554.1,112523.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Borockvirus,,Borockvirus brock,E,Streptomyces phage BRock,,,KX925554,NC_048650,Complete genome,dsDNA,bacteria,63.002
DU4_S6_NODE_4_length_36351_cov_10.698958_10,AUG87114.1,57.3,220,84,4,17,235,4,214,1.33e-84,253.0,DU4_S6_NODE_4_length_36351_cov_10.698958,33696,AUG87114.1,DNA methylase,Streptomyces phage AbbeyMikolon,215.0,MG593800.1,42551.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Abbeymikolonvirus,,Abbeymikolonvirus abbeymikolon,E,Streptomyces phage AbbeyMikolon,,,MG593800,NC_047904,Complete genome,dsDNA,bacteria,126.06
DU4_S6_NODE_4_length_36351_cov_10.698958_12,AOQ26947.1,57.4,237,99,2,1,235,1,237,2.69e-87,260.0,DU4_S6_NODE_4_length_36351_cov_10.698958,33696,AOQ26947.1,ThyX-like thymidylate synthase,Streptomyces phage Lorelei,237.0,KX507343.1,50558.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Arquatrovirinae,Likavirus,,Likavirus lorelei,E,Streptomyces phage Lorelei,,,KX507343,NC_054681,Complete genome,dsDNA,bacteria,136.038
