,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_genome_ID,qseqid_ID,qseqid_function,qseqid_protein_length,qseqid_genome_length,qseqid_input_seq,qseqid_virus,sseqid_genome_ID,sseqid_ID,sseqid_function,sseqid_protein_length,sseqid_genome_length,sseqid_input_seq,sseqid_virus,conserved_AA_#
2941,NC_004629.1_53,YP_009619856.1,97.2,357,10,0,1,357,1,357,1.46e-253,692.0,NC_004629.1,NC_004629.1_53,,358,257586.0,1.0,,NC_042081.1,YP_009619856.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,357,347.004
2942,NC_004629.1_54,ATN94892.1,99.2,129,1,0,1,129,1,129,8.17e-88,254.0,NC_004629.1,NC_004629.1_54,,130,257586.0,1.0,,MF805716.1,ATN94892.1,hypothetical protein SL2_315,129.0,279696.0,0.0,Pseudomonas phage SL2,127.968
2943,NC_004629.1_54,YP_009619855.1,99.2,129,1,0,1,129,1,129,8.17e-88,254.0,NC_004629.1,NC_004629.1_54,,130,257586.0,1.0,,NC_042081.1,YP_009619855.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,129,127.968
2944,NC_004629.1_54,AAL82945.2,100.0,119,0,0,11,129,1,119,4.29e-81,236.0,NC_004629.1,NC_004629.1_54,,130,257586.0,1.0,,AF399011.1,AAL82945.2,PHIKZ044,119.0,280334.0,0.0,Pseudomonas phage phiKZ,119.0
2945,NC_004629.1_54,NP_803610.2,100.0,119,0,0,11,129,1,119,4.29e-81,236.0,NC_004629.1,NC_004629.1_54,,130,257586.0,1.0,,NC_004629.1,NP_803610.2,PHIKZ044,Pseudomonas phage phiKZ,280334.0,0.0,119,119.0
2946,NC_004629.1_54,NP_803610.2,100.0,119,0,0,11,129,1,119,4.29e-81,236.0,NC_004629.1,NC_004629.1_54,,130,257586.0,1.0,,NC_004629.1,NP_803610.2,PHIKZ044,Pseudomonas phage phiKZ,280334.0,0.0,119,119.0
2947,NC_004629.1_55,AAL82946.1,100.0,152,0,0,1,152,1,152,1.43e-108,308.0,NC_004629.1,NC_004629.1_55,,153,257586.0,1.0,,AF399011.1,AAL82946.1,PHIKZ045,152.0,280334.0,0.0,Pseudomonas phage phiKZ,152.0
2948,NC_004629.1_55,NP_803611.1,100.0,152,0,0,1,152,1,152,1.43e-108,308.0,NC_004629.1,NC_004629.1_55,,153,257586.0,1.0,,NC_004629.1,NP_803611.1,PHIKZ045,Pseudomonas phage phiKZ,280334.0,0.0,152,152.0
2949,NC_004629.1_55,NP_803611.1,100.0,152,0,0,1,152,1,152,1.43e-108,308.0,NC_004629.1,NC_004629.1_55,,153,257586.0,1.0,,NC_004629.1,NP_803611.1,PHIKZ045,Pseudomonas phage phiKZ,280334.0,0.0,152,152.0
2950,NC_004629.1_55,YP_009217125.1,32.3,93,62,1,54,145,52,144,1.63e-05,45.8,NC_004629.1,NC_004629.1_55,,153,257586.0,1.0,,NC_028999.1,YP_009217125.1,hypothetical protein,Pseudomonas phage PhiPA3,309208.0,0.0,157,30.038999999999998
2951,NC_004629.1_56,AAL82947.1,100.0,144,0,0,1,144,1,144,1.2500000000000001e-105,300.0,NC_004629.1,NC_004629.1_56,,145,257586.0,1.0,,AF399011.1,AAL82947.1,PHIKZ046,144.0,280334.0,0.0,Pseudomonas phage phiKZ,144.0
2952,NC_004629.1_56,ATN94890.1,100.0,144,0,0,1,144,1,144,1.2500000000000001e-105,300.0,NC_004629.1,NC_004629.1_56,,145,257586.0,1.0,,MF805716.1,ATN94890.1,hypothetical protein SL2_313,144.0,279696.0,0.0,Pseudomonas phage SL2,144.0
2953,NC_004629.1_56,NP_803612.1,100.0,144,0,0,1,144,1,144,1.2500000000000001e-105,300.0,NC_004629.1,NC_004629.1_56,,145,257586.0,1.0,,NC_004629.1,NP_803612.1,PHIKZ046,Pseudomonas phage phiKZ,280334.0,0.0,144,144.0
2954,NC_004629.1_56,NP_803612.1,100.0,144,0,0,1,144,1,144,1.2500000000000001e-105,300.0,NC_004629.1,NC_004629.1_56,,145,257586.0,1.0,,NC_004629.1,NP_803612.1,PHIKZ046,Pseudomonas phage phiKZ,280334.0,0.0,144,144.0
2955,NC_004629.1_56,YP_009619853.1,100.0,144,0,0,1,144,1,144,1.2500000000000001e-105,300.0,NC_004629.1,NC_004629.1_56,,145,257586.0,1.0,,NC_042081.1,YP_009619853.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,144,144.0
2956,NC_004629.1_57,AAL82948.1,100.0,178,0,0,1,178,1,178,9.61e-131,366.0,NC_004629.1,NC_004629.1_57,,179,257586.0,1.0,,AF399011.1,AAL82948.1,PHIKZ047,178.0,280334.0,0.0,Pseudomonas phage phiKZ,178.0
2957,NC_004629.1_57,NP_803613.1,100.0,178,0,0,1,178,1,178,9.61e-131,366.0,NC_004629.1,NC_004629.1_57,,179,257586.0,1.0,,NC_004629.1,NP_803613.1,PHIKZ047,Pseudomonas phage phiKZ,280334.0,0.0,178,178.0
2958,NC_004629.1_57,NP_803613.1,100.0,178,0,0,1,178,1,178,9.61e-131,366.0,NC_004629.1,NC_004629.1_57,,179,257586.0,1.0,,NC_004629.1,NP_803613.1,PHIKZ047,Pseudomonas phage phiKZ,280334.0,0.0,178,178.0
2959,NC_004629.1_57,ATN94889.1,98.9,178,2,0,1,178,1,178,4.5800000000000005e-129,362.0,NC_004629.1,NC_004629.1_57,,179,257586.0,1.0,,MF805716.1,ATN94889.1,hypothetical protein SL2_312,178.0,279696.0,0.0,Pseudomonas phage SL2,176.042
2960,NC_004629.1_57,YP_009619852.1,98.9,178,2,0,1,178,1,178,4.5800000000000005e-129,362.0,NC_004629.1,NC_004629.1_57,,179,257586.0,1.0,,NC_042081.1,YP_009619852.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,178,176.042
2961,NC_004629.1_58,AAL82949.1,100.0,127,0,0,1,127,1,127,1.54e-91,263.0,NC_004629.1,NC_004629.1_58,,128,257586.0,1.0,,AF399011.1,AAL82949.1,PHIKZ048,127.0,280334.0,0.0,Pseudomonas phage phiKZ,127.0
2962,NC_004629.1_58,NP_803614.1,100.0,127,0,0,1,127,1,127,1.54e-91,263.0,NC_004629.1,NC_004629.1_58,,128,257586.0,1.0,,NC_004629.1,NP_803614.1,PHIKZ048,Pseudomonas phage phiKZ,280334.0,0.0,127,127.0
2963,NC_004629.1_58,NP_803614.1,100.0,127,0,0,1,127,1,127,1.54e-91,263.0,NC_004629.1,NC_004629.1_58,,128,257586.0,1.0,,NC_004629.1,NP_803614.1,PHIKZ048,Pseudomonas phage phiKZ,280334.0,0.0,127,127.0
2964,NC_004629.1_58,ATN94888.1,99.2,127,1,0,1,127,1,127,2.18e-91,263.0,NC_004629.1,NC_004629.1_58,,128,257586.0,1.0,,MF805716.1,ATN94888.1,hypothetical protein SL2_311,127.0,279696.0,0.0,Pseudomonas phage SL2,125.98400000000001
2965,NC_004629.1_58,YP_009619851.1,99.2,127,1,0,1,127,1,127,2.18e-91,263.0,NC_004629.1,NC_004629.1_58,,128,257586.0,1.0,,NC_042081.1,YP_009619851.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,127,125.98400000000001
2966,NC_004629.1_59,AAL82950.1,100.0,138,0,0,1,138,1,138,3.78e-95,273.0,NC_004629.1,NC_004629.1_59,,139,257586.0,1.0,,AF399011.1,AAL82950.1,PHIKZ049,138.0,280334.0,0.0,Pseudomonas phage phiKZ,138.0
2967,NC_004629.1_59,ATN94887.1,100.0,138,0,0,1,138,1,138,3.78e-95,273.0,NC_004629.1,NC_004629.1_59,,139,257586.0,1.0,,MF805716.1,ATN94887.1,hypothetical protein SL2_310,138.0,279696.0,0.0,Pseudomonas phage SL2,138.0
2968,NC_004629.1_59,NP_803615.1,100.0,138,0,0,1,138,1,138,3.78e-95,273.0,NC_004629.1,NC_004629.1_59,,139,257586.0,1.0,,NC_004629.1,NP_803615.1,PHIKZ049,Pseudomonas phage phiKZ,280334.0,0.0,138,138.0
2969,NC_004629.1_59,NP_803615.1,100.0,138,0,0,1,138,1,138,3.78e-95,273.0,NC_004629.1,NC_004629.1_59,,139,257586.0,1.0,,NC_004629.1,NP_803615.1,PHIKZ049,Pseudomonas phage phiKZ,280334.0,0.0,138,138.0
2970,NC_004629.1_59,YP_009619850.1,100.0,138,0,0,1,138,1,138,3.78e-95,273.0,NC_004629.1,NC_004629.1_59,,139,257586.0,1.0,,NC_042081.1,YP_009619850.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,138,138.0
2971,NC_004629.1_60,AAL82951.1,100.0,731,0,0,1,731,1,731,0.0,1414.0,NC_004629.1,NC_004629.1_60,,732,257586.0,1.0,,AF399011.1,AAL82951.1,PHIKZ050,731.0,280334.0,0.0,Pseudomonas phage phiKZ,731.0
2972,NC_004629.1_60,NP_803616.1,100.0,731,0,0,1,731,1,731,0.0,1414.0,NC_004629.1,NC_004629.1_60,,732,257586.0,1.0,,NC_004629.1,NP_803616.1,DNA polymerase,Pseudomonas phage phiKZ,280334.0,0.0,731,731.0
2973,NC_004629.1_60,NP_803616.1,100.0,731,0,0,1,731,1,731,0.0,1414.0,NC_004629.1,NC_004629.1_60,,732,257586.0,1.0,,NC_004629.1,NP_803616.1,DNA polymerase,Pseudomonas phage phiKZ,280334.0,0.0,731,731.0
2974,NC_004629.1_60,ATN94886.1,98.9,731,8,0,1,731,1,731,0.0,1401.0,NC_004629.1,NC_004629.1_60,,732,257586.0,1.0,,MF805716.1,ATN94886.1,hypothetical protein SL2_309,731.0,279696.0,0.0,Pseudomonas phage SL2,722.959
2975,NC_004629.1_60,YP_009619849.1,98.9,731,8,0,1,731,1,731,0.0,1401.0,NC_004629.1,NC_004629.1_60,,732,257586.0,1.0,,NC_042081.1,YP_009619849.1,DNA polymerase,Pseudomonas phage SL2,279696.0,0.0,731,722.959
2976,NC_004629.1_61,AGC26314.1,100.0,58,0,0,1,58,1,58,2.51e-36,118.0,NC_004629.1,NC_004629.1_61,,59,257586.0,1.0,,AF399011.1,AGC26314.1,PHIKZ050.1,58.0,280334.0,0.0,Pseudomonas phage phiKZ,57.99999999999999
2977,NC_004629.1_61,YP_009639895.1,100.0,58,0,0,1,58,1,58,2.51e-36,118.0,NC_004629.1,NC_004629.1_61,,59,257586.0,1.0,,NC_004629.1,YP_009639895.1,PHIKZ050.1,Pseudomonas phage phiKZ,280334.0,0.0,58,57.99999999999999
2978,NC_004629.1_61,YP_009639895.1,100.0,58,0,0,1,58,1,58,2.51e-36,118.0,NC_004629.1,NC_004629.1_61,,59,257586.0,1.0,,NC_004629.1,YP_009639895.1,PHIKZ050.1,Pseudomonas phage phiKZ,280334.0,0.0,58,57.99999999999999
2979,NC_004629.1_61,ATN94885.1,94.2,52,3,0,1,52,1,52,2.65e-29,100.0,NC_004629.1,NC_004629.1_61,,59,257586.0,1.0,,MF805716.1,ATN94885.1,hypothetical protein SL2_308,58.0,279696.0,0.0,Pseudomonas phage SL2,48.984
2980,NC_004629.1_61,YP_009619848.1,94.2,52,3,0,1,52,1,52,2.65e-29,100.0,NC_004629.1,NC_004629.1_61,,59,257586.0,1.0,,NC_042081.1,YP_009619848.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,58,48.984
2981,NC_004629.1_62,AAL82952.1,100.0,239,0,0,1,239,1,239,1.16e-168,467.0,NC_004629.1,NC_004629.1_62,,240,257586.0,1.0,,AF399011.1,AAL82952.1,PHIKZ051,239.0,280334.0,0.0,Pseudomonas phage phiKZ,239.0
2982,NC_004629.1_62,NP_803617.1,100.0,239,0,0,1,239,1,239,1.16e-168,467.0,NC_004629.1,NC_004629.1_62,,240,257586.0,1.0,,NC_004629.1,NP_803617.1,PHIKZ051,Pseudomonas phage phiKZ,280334.0,0.0,239,239.0
2983,NC_004629.1_62,NP_803617.1,100.0,239,0,0,1,239,1,239,1.16e-168,467.0,NC_004629.1,NC_004629.1_62,,240,257586.0,1.0,,NC_004629.1,NP_803617.1,PHIKZ051,Pseudomonas phage phiKZ,280334.0,0.0,239,239.0
2984,NC_004629.1_62,AFO71140.1,95.4,239,11,0,1,239,1,239,6.900000000000001e-161,447.0,NC_004629.1,NC_004629.1_62,,240,257586.0,1.0,,JX233784.1,AFO71140.1,hypothetical protein,239.0,266743.0,0.0,Pseudomonas phage PA7,228.00600000000003
2985,NC_004629.1_62,ATN94884.1,95.4,239,11,0,1,239,1,239,6.900000000000001e-161,447.0,NC_004629.1,NC_004629.1_62,,240,257586.0,1.0,,MF805716.1,ATN94884.1,hypothetical protein SL2_307,239.0,279696.0,0.0,Pseudomonas phage SL2,228.00600000000003
2986,NC_004629.1_63,AFO71139.1,99.7,363,1,0,1,363,1,363,1.5499999999999998e-267,728.0,NC_004629.1,NC_004629.1_63,,364,257586.0,1.0,,JX233784.1,AFO71139.1,hypothetical protein,363.0,266743.0,0.0,Pseudomonas phage PA7,361.911
2987,NC_004629.1_63,ATN94883.1,99.7,363,1,0,1,363,1,363,1.5499999999999998e-267,728.0,NC_004629.1,NC_004629.1_63,,364,257586.0,1.0,,MF805716.1,ATN94883.1,hypothetical protein SL2_306,363.0,279696.0,0.0,Pseudomonas phage SL2,361.911
2988,NC_004629.1_63,YP_009617620.1,99.7,363,1,0,1,363,1,363,1.5499999999999998e-267,728.0,NC_004629.1,NC_004629.1_63,,364,257586.0,1.0,,NC_042060.1,YP_009617620.1,hypothetical protein,Pseudomonas phage PA7,266743.0,0.0,363,361.911
2989,NC_004629.1_63,YP_009619846.1,99.7,363,1,0,1,363,1,363,1.5499999999999998e-267,728.0,NC_004629.1,NC_004629.1_63,,364,257586.0,1.0,,NC_042081.1,YP_009619846.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,363,361.911
2990,NC_004629.1_63,AAL82953.2,99.7,348,1,0,16,363,1,348,1.38e-255,697.0,NC_004629.1,NC_004629.1_63,,364,257586.0,1.0,,AF399011.1,AAL82953.2,PHIKZ052,348.0,280334.0,0.0,Pseudomonas phage phiKZ,346.956
2991,NC_004629.1_64,AAL82954.1,100.0,121,0,0,1,121,1,121,4.17e-84,244.0,NC_004629.1,NC_004629.1_64,,122,257586.0,1.0,,AF399011.1,AAL82954.1,PHIKZ053,121.0,280334.0,0.0,Pseudomonas phage phiKZ,121.0
2992,NC_004629.1_64,NP_803619.1,100.0,121,0,0,1,121,1,121,4.17e-84,244.0,NC_004629.1,NC_004629.1_64,,122,257586.0,1.0,,NC_004629.1,NP_803619.1,PHIKZ053,Pseudomonas phage phiKZ,280334.0,0.0,121,121.0
2993,NC_004629.1_64,NP_803619.1,100.0,121,0,0,1,121,1,121,4.17e-84,244.0,NC_004629.1,NC_004629.1_64,,122,257586.0,1.0,,NC_004629.1,NP_803619.1,PHIKZ053,Pseudomonas phage phiKZ,280334.0,0.0,121,121.0
2994,NC_004629.1_64,ATN94882.1,94.2,121,7,0,1,121,1,121,2.32e-81,237.0,NC_004629.1,NC_004629.1_64,,122,257586.0,1.0,,MF805716.1,ATN94882.1,hypothetical protein SL2_305,121.0,279696.0,0.0,Pseudomonas phage SL2,113.982
2995,NC_004629.1_64,YP_009619845.1,94.2,121,7,0,1,121,1,121,2.32e-81,237.0,NC_004629.1,NC_004629.1_64,,122,257586.0,1.0,,NC_042081.1,YP_009619845.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,121,113.982
2996,NC_004629.1_65,AAL82955.1,100.0,626,0,0,1,626,1,626,0.0,1248.0,NC_004629.1,NC_004629.1_65,,627,257586.0,1.0,,AF399011.1,AAL82955.1,PHIKZ054,626.0,280334.0,0.0,Pseudomonas phage phiKZ,626.0
2997,NC_004629.1_65,NP_803620.1,100.0,626,0,0,1,626,1,626,0.0,1248.0,NC_004629.1,NC_004629.1_65,,627,257586.0,1.0,,NC_004629.1,NP_803620.1,nuclear shell protein,Pseudomonas phage phiKZ,280334.0,0.0,626,626.0
2998,NC_004629.1_65,NP_803620.1,100.0,626,0,0,1,626,1,626,0.0,1248.0,NC_004629.1,NC_004629.1_65,,627,257586.0,1.0,,NC_004629.1,NP_803620.1,nuclear shell protein,Pseudomonas phage phiKZ,280334.0,0.0,626,626.0
2999,NC_004629.1_65,AFO71137.1,98.4,626,10,0,1,626,1,626,0.0,1232.0,NC_004629.1,NC_004629.1_65,,627,257586.0,1.0,,JX233784.1,AFO71137.1,hypothetical protein,626.0,266743.0,0.0,Pseudomonas phage PA7,615.984
3000,NC_004629.1_65,YP_009617618.1,98.4,626,10,0,1,626,1,626,0.0,1232.0,NC_004629.1,NC_004629.1_65,,627,257586.0,1.0,,NC_042060.1,YP_009617618.1,nuclear shell protein,Pseudomonas phage PA7,266743.0,0.0,626,615.984
3001,NC_004629.1_66,AAL82956.1,100.0,420,0,0,1,420,1,420,1.45e-310,841.0,NC_004629.1,NC_004629.1_66,,421,257586.0,1.0,,AF399011.1,AAL82956.1,PHIKZ055,420.0,280334.0,0.0,Pseudomonas phage phiKZ,420.0
3002,NC_004629.1_66,NP_803621.1,100.0,420,0,0,1,420,1,420,1.45e-310,841.0,NC_004629.1,NC_004629.1_66,,421,257586.0,1.0,,NC_004629.1,NP_803621.1,RNA polymerase beta subunit,Pseudomonas phage phiKZ,280334.0,0.0,420,420.0
3003,NC_004629.1_66,NP_803621.1,100.0,420,0,0,1,420,1,420,1.45e-310,841.0,NC_004629.1,NC_004629.1_66,,421,257586.0,1.0,,NC_004629.1,NP_803621.1,RNA polymerase beta subunit,Pseudomonas phage phiKZ,280334.0,0.0,420,420.0
3004,NC_004629.1_66,AFO71136.1,99.8,415,1,0,1,415,1,415,1.03e-305,830.0,NC_004629.1,NC_004629.1_66,,421,257586.0,1.0,,JX233784.1,AFO71136.1,hypothetical protein,437.0,266743.0,0.0,Pseudomonas phage PA7,414.17
3005,NC_004629.1_66,YP_009617617.1,99.8,415,1,0,1,415,1,415,1.03e-305,830.0,NC_004629.1,NC_004629.1_66,,421,257586.0,1.0,,NC_042060.1,YP_009617617.1,RNA polymerase beta subunit,Pseudomonas phage PA7,266743.0,0.0,437,414.17
3006,NC_004629.1_67,AAL82957.1,100.0,334,0,0,1,334,1,334,5.47e-251,683.0,NC_004629.1,NC_004629.1_67,,335,257586.0,1.0,,AF399011.1,AAL82957.1,PHIKZ056,334.0,280334.0,0.0,Pseudomonas phage phiKZ,334.0
3007,NC_004629.1_67,NP_803622.1,100.0,334,0,0,1,334,1,334,5.47e-251,683.0,NC_004629.1,NC_004629.1_67,,335,257586.0,1.0,,NC_004629.1,NP_803622.1,HNH endonuclease,Pseudomonas phage phiKZ,280334.0,0.0,334,334.0
3008,NC_004629.1_67,NP_803622.1,100.0,334,0,0,1,334,1,334,5.47e-251,683.0,NC_004629.1,NC_004629.1_67,,335,257586.0,1.0,,NC_004629.1,NP_803622.1,HNH endonuclease,Pseudomonas phage phiKZ,280334.0,0.0,334,334.0
3009,NC_004629.1_67,ATN94879.1,32.7,254,168,3,16,268,4,255,1.6399999999999999e-40,146.0,NC_004629.1,NC_004629.1_67,,335,257586.0,1.0,,MF805716.1,ATN94879.1,hypothetical protein SL2_302,273.0,279696.0,0.0,Pseudomonas phage SL2,83.058
3010,NC_004629.1_67,YP_009619842.1,32.7,254,168,3,16,268,4,255,1.6399999999999999e-40,146.0,NC_004629.1,NC_004629.1_67,,335,257586.0,1.0,,NC_042081.1,YP_009619842.1,HNH endonuclease,Pseudomonas phage SL2,279696.0,0.0,273,83.058
3011,NC_004629.1_68,AGC26315.1,100.0,61,0,0,1,61,1,61,3.4299999999999995e-42,133.0,NC_004629.1,NC_004629.1_68,,62,257586.0,1.0,,AF399011.1,AGC26315.1,PHIKZ056.1,61.0,280334.0,0.0,Pseudomonas phage phiKZ,61.0
3012,NC_004629.1_68,ATN94878.1,100.0,61,0,0,1,61,1,61,3.4299999999999995e-42,133.0,NC_004629.1,NC_004629.1_68,,62,257586.0,1.0,,MF805716.1,ATN94878.1,hypothetical protein SL2_301,61.0,279696.0,0.0,Pseudomonas phage SL2,61.0
3013,NC_004629.1_68,YP_009639896.1,100.0,61,0,0,1,61,1,61,3.4299999999999995e-42,133.0,NC_004629.1,NC_004629.1_68,,62,257586.0,1.0,,NC_004629.1,YP_009639896.1,PHIKZ056.1,Pseudomonas phage phiKZ,280334.0,0.0,61,61.0
3014,NC_004629.1_68,YP_009639896.1,100.0,61,0,0,1,61,1,61,3.4299999999999995e-42,133.0,NC_004629.1,NC_004629.1_68,,62,257586.0,1.0,,NC_004629.1,YP_009639896.1,PHIKZ056.1,Pseudomonas phage phiKZ,280334.0,0.0,61,61.0
3015,NC_004629.1_68,YP_009619841.1,100.0,61,0,0,1,61,1,61,3.4299999999999995e-42,133.0,NC_004629.1,NC_004629.1_68,,62,257586.0,1.0,,NC_042081.1,YP_009619841.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,61,61.0
3016,NC_004629.1_69,AAL82958.1,100.0,127,0,0,1,127,1,127,3.47e-97,277.0,NC_004629.1,NC_004629.1_69,,128,257586.0,1.0,,AF399011.1,AAL82958.1,PHIKZ057,127.0,280334.0,0.0,Pseudomonas phage phiKZ,127.0
3017,NC_004629.1_69,NP_803623.1,100.0,127,0,0,1,127,1,127,3.47e-97,277.0,NC_004629.1,NC_004629.1_69,,128,257586.0,1.0,,NC_004629.1,NP_803623.1,PHIKZ057,Pseudomonas phage phiKZ,280334.0,0.0,127,127.0
3018,NC_004629.1_69,NP_803623.1,100.0,127,0,0,1,127,1,127,3.47e-97,277.0,NC_004629.1,NC_004629.1_69,,128,257586.0,1.0,,NC_004629.1,NP_803623.1,PHIKZ057,Pseudomonas phage phiKZ,280334.0,0.0,127,127.0
3019,NC_004629.1_69,ATN94877.1,99.2,127,1,0,1,127,1,127,2.01e-96,275.0,NC_004629.1,NC_004629.1_69,,128,257586.0,1.0,,MF805716.1,ATN94877.1,hypothetical protein SL2_300,127.0,279696.0,0.0,Pseudomonas phage SL2,125.98400000000001
3020,NC_004629.1_69,YP_009619840.1,99.2,127,1,0,1,127,1,127,2.01e-96,275.0,NC_004629.1,NC_004629.1_69,,128,257586.0,1.0,,NC_042081.1,YP_009619840.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,127,125.98400000000001
3021,NC_004629.1_70,AAL82959.1,100.0,141,0,0,1,141,1,141,1.78e-108,307.0,NC_004629.1,NC_004629.1_70,,142,257586.0,1.0,,AF399011.1,AAL82959.1,PHIKZ058,141.0,280334.0,0.0,Pseudomonas phage phiKZ,141.0
3022,NC_004629.1_70,NP_803624.1,100.0,141,0,0,1,141,1,141,1.78e-108,307.0,NC_004629.1,NC_004629.1_70,,142,257586.0,1.0,,NC_004629.1,NP_803624.1,PHIKZ058,Pseudomonas phage phiKZ,280334.0,0.0,141,141.0
3023,NC_004629.1_70,NP_803624.1,100.0,141,0,0,1,141,1,141,1.78e-108,307.0,NC_004629.1,NC_004629.1_70,,142,257586.0,1.0,,NC_004629.1,NP_803624.1,PHIKZ058,Pseudomonas phage phiKZ,280334.0,0.0,141,141.0
3024,NC_004629.1_70,ATN94876.1,97.9,141,3,0,1,141,1,141,1.21e-106,302.0,NC_004629.1,NC_004629.1_70,,142,257586.0,1.0,,MF805716.1,ATN94876.1,hypothetical protein SL2_299,141.0,279696.0,0.0,Pseudomonas phage SL2,138.039
3025,NC_004629.1_70,YP_009619839.1,97.9,141,3,0,1,141,1,141,1.21e-106,302.0,NC_004629.1,NC_004629.1_70,,142,257586.0,1.0,,NC_042081.1,YP_009619839.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,141,138.039
3026,NC_004629.1_71,AGC26316.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_004629.1,NC_004629.1_71,,61,257586.0,1.0,,AF399011.1,AGC26316.1,PHIKZ058.1,60.0,280334.0,0.0,Pseudomonas phage phiKZ,60.0
3027,NC_004629.1_71,ATN94875.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_004629.1,NC_004629.1_71,,61,257586.0,1.0,,MF805716.1,ATN94875.1,hypothetical protein SL2_298,60.0,279696.0,0.0,Pseudomonas phage SL2,60.0
3028,NC_004629.1_71,YP_009639897.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_004629.1,NC_004629.1_71,,61,257586.0,1.0,,NC_004629.1,YP_009639897.1,PHIKZ058.1,Pseudomonas phage phiKZ,280334.0,0.0,60,60.0
3029,NC_004629.1_71,YP_009639897.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_004629.1,NC_004629.1_71,,61,257586.0,1.0,,NC_004629.1,YP_009639897.1,PHIKZ058.1,Pseudomonas phage phiKZ,280334.0,0.0,60,60.0
3030,NC_004629.1_71,YP_009619838.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_004629.1,NC_004629.1_71,,61,257586.0,1.0,,NC_042081.1,YP_009619838.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,60,60.0
3031,NC_004629.1_72,AAL82960.1,100.0,203,0,0,1,203,1,203,7.69e-147,409.0,NC_004629.1,NC_004629.1_72,,204,257586.0,1.0,,AF399011.1,AAL82960.1,PHIKZ059,203.0,280334.0,0.0,Pseudomonas phage phiKZ,202.99999999999997
3032,NC_004629.1_72,ATN94874.1,100.0,203,0,0,1,203,1,203,7.69e-147,409.0,NC_004629.1,NC_004629.1_72,,204,257586.0,1.0,,MF805716.1,ATN94874.1,hypothetical protein SL2_297,203.0,279696.0,0.0,Pseudomonas phage SL2,202.99999999999997
3033,NC_004629.1_72,NP_803625.1,100.0,203,0,0,1,203,1,203,7.69e-147,409.0,NC_004629.1,NC_004629.1_72,,204,257586.0,1.0,,NC_004629.1,NP_803625.1,PHIKZ059,Pseudomonas phage phiKZ,280334.0,0.0,203,202.99999999999997
3034,NC_004629.1_72,NP_803625.1,100.0,203,0,0,1,203,1,203,7.69e-147,409.0,NC_004629.1,NC_004629.1_72,,204,257586.0,1.0,,NC_004629.1,NP_803625.1,PHIKZ059,Pseudomonas phage phiKZ,280334.0,0.0,203,202.99999999999997
3035,NC_004629.1_72,YP_009619837.1,100.0,203,0,0,1,203,1,203,7.69e-147,409.0,NC_004629.1,NC_004629.1_72,,204,257586.0,1.0,,NC_042081.1,YP_009619837.1,hypothetical protein,Pseudomonas phage SL2,279696.0,0.0,203,202.99999999999997
3036,NC_004629.1_73,AAL82961.1,100.0,111,0,0,1,111,1,111,5.47e-82,238.0,NC_004629.1,NC_004629.1_73,,112,257586.0,1.0,,AF399011.1,AAL82961.1,PHIKZ060,111.0,280334.0,0.0,Pseudomonas phage phiKZ,111.00000000000001
3037,NC_004629.1_73,NP_803626.1,100.0,111,0,0,1,111,1,111,5.47e-82,238.0,NC_004629.1,NC_004629.1_73,,112,257586.0,1.0,,NC_004629.1,NP_803626.1,PHIKZ060,Pseudomonas phage phiKZ,280334.0,0.0,111,111.00000000000001
3038,NC_004629.1_73,NP_803626.1,100.0,111,0,0,1,111,1,111,5.47e-82,238.0,NC_004629.1,NC_004629.1_73,,112,257586.0,1.0,,NC_004629.1,NP_803626.1,PHIKZ060,Pseudomonas phage phiKZ,280334.0,0.0,111,111.00000000000001
3039,NC_004629.1_73,AFO71130.1,98.2,111,2,0,1,111,1,111,5.27e-80,233.0,NC_004629.1,NC_004629.1_73,,112,257586.0,1.0,,JX233784.1,AFO71130.1,hypothetical protein,111.0,266743.0,0.0,Pseudomonas phage PA7,109.00200000000001
3040,NC_004629.1_73,YP_009617611.1,98.2,111,2,0,1,111,1,111,5.27e-80,233.0,NC_004629.1,NC_004629.1_73,,112,257586.0,1.0,,NC_042060.1,YP_009617611.1,hypothetical protein,Pseudomonas phage PA7,266743.0,0.0,111,109.00200000000001
