qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AFU64150.1,39.5,157,94,1,10,166,2,157,3.4e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AFU64150.1,hypothetical protein,Salmonella phage STML-13-1,160.0,JX181828.1,157235.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,Cvivirinae,Kuttervirus,,Kuttervirus STML131,E,Salmonella phage STML-13-1,,,JX181828,NC_042061,Partial genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AGY47670.1,39.5,157,94,1,10,166,2,157,3.4e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AGY47670.1,HNH homing endonuclease,Salmonella phage Marshall,160.0,KF669653.1,156338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,Cvivirinae,Kuttervirus,,Kuttervirus marshall,E,Salmonella phage Marshall,,,KF669653,NC_022772,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AGY47874.1,39.5,157,94,1,10,166,2,157,3.4e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AGY47874.1,HNH endonuclease,Salmonella phage Maynard,160.0,KF669654.1,154701.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,Cvivirinae,Kuttervirus,,Kuttervirus maynard,E,Salmonella phage Maynard,,,KF669654,NC_022768,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AHK61418.1,39.5,157,94,1,10,166,2,157,3.4e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AHK61418.1,hypothetical protein,Salmonella phage vB-SalM-SJ2,160.0,KJ174317.1,152460.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,Cvivirinae,Kuttervirus,,Kuttervirus SJ2,E,Salmonella phage vB-SalM-SJ2,,,KJ174317,NC_023856,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AUG88304.1,39.5,157,94,1,10,166,2,157,3.4e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AUG88304.1,putative HNH endonuclease,Salmonella phage Mutine,160.0,MG428992.1,161502.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,Cvivirinae,Kuttervirus,,Kuttervirus mutine,E,Salmonella phage Mutine,,,MG428992,NC_049428,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,ARB11770.1,39.2,158,95,1,13,169,7,164,2.76e-34,120.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ARB11770.1,HNH endonuclease,Pectobacterium phage vB_PatP_CB1,168.0,KY514264.1,76041.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Schitoviridae,,Cbunavirus,,Cbunavirus CB1,E,Pectobacterium phage vB_PatP_CB1,,,KY514264,NC_048653,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AWD92577.1,39.2,158,95,1,13,169,7,164,2.76e-34,120.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AWD92577.1,HNH endonuclease,Pectobacterium phage Nepra,168.0,MH059638.1,74509.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Schitoviridae,,Cbunavirus,,Cbunavirus nepra,E,Pectobacterium phage Nepra,,,MH059638,NC_048704,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AQT27888.1,39.2,158,95,1,13,169,7,164,3.9e-34,120.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AQT27888.1,HNH endonuclease,Pectobacterium phage vB_PatP_CB4,168.0,KY549659.1,76621.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Schitoviridae,,Cbunavirus,,Cbunavirus CB4,E,Pectobacterium phage vB_PatP_CB4,,,KY549659,NC_048654,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AJF40556.1,39.9,158,93,2,10,166,2,158,5.2199999999999995e-34,120.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AJF40556.1,HNH homing endonuclease,Salmonella phage Mushroom,166.0,KP143762.1,87709.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Felixounavirus,,Felixounavirus mushroom,E,Salmonella phage Mushroom,,,KP143762,NC_041923,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AAQ14718.1,39.9,158,93,2,10,166,10,166,6.53e-34,120.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AAQ14718.1,unknown,Salmonella phage FelixO1,174.0,AF320576.1,86155.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Felixounavirus,,Felixounavirus felixO1,E,Salmonella phage Felix01,,,AF320576,NC_005282,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,QAX92127.1,40.9,164,90,4,10,167,2,164,1.07e-32,117.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QAX92127.1,homing endonuclease,Salmonella phage 1-23,175.0,MK370036.1,112496.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Demerecviridae,Markadamsvirinae,Epseptimavirus,,Epseptimavirus ev123,E,Salmonella phage 1-23,,,MK370036,NC_048149,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,QIO01792.1,40.9,164,90,4,10,167,2,164,1.07e-32,117.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QIO01792.1,homing endonuclease,Salmonella phage atrejo,175.0,MT074466.1,114059.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Demerecviridae,Markadamsvirinae,Epseptimavirus,,Epseptimavirus atrejo,E,Salmonella phage atrejo,,,MT074466,NC_048872,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AAP58684.1,40.6,160,92,3,9,166,6,164,1.9800000000000002e-32,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AAP58684.1,17R,Xanthomonas phage Xp10,172.0,AY299121.1,44373.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus Xp10,E,Xanthomonas phage Xp10,,,AY299121,NC_004902,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AJT60669.1,39.6,164,93,3,11,169,7,169,5.29e-32,115.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AJT60669.1,hypothetical protein HB2014_95,Salmonella phage vB_SPuM_SP116,170.0,KP010413.1,87510.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Felixounavirus,,Felixounavirus SP116,E,Salmonella phage vB_SPuM_SP116,,,KP010413,NC_027329,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,ANH50897.1,36.9,160,99,2,10,168,24,182,1.5400000000000002e-31,114.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ANH50897.1,hypothetical protein,Salmonella phage 64795_sal3,184.0,KX017520.1,45342.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Saltrevirus,,Saltrevirus sv64795sal3,E,Salmonella phage 64795_sal3,,,KX017520,NC_031918,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AFO12458.1,42.9,161,87,3,10,167,11,169,2.01e-31,114.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AFO12458.1,HNH endonuclease,Salmonella phage vB_SenS_AG11,181.0,JX297445.1,41546.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Guernseyvirinae,Jerseyvirus,,Jerseyvirus AG11,E,Salmonella phage vB_SenS_AG11,,,JX297445,NC_041991,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AGX84665.1,42.9,161,87,3,10,167,11,169,2.01e-31,114.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AGX84665.1,putative HNH endonuclease,Salmonella phage SETP13,181.0,KF562864.1,42665.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Guernseyvirinae,Jerseyvirus,,Jerseyvirus SETP13,E,Salmonella phage SETP13,,,KF562864,NC_022752,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,ACE75796.1,36.4,154,98,0,9,162,42,195,2.6100000000000002e-31,114.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ACE75796.1,P56,Xanthomonas phage phiL7,204.0,EU717894.1,44080.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Eisenstarkvirus,,Eisenstarkvirus L7,E,Xanthomonas phage phiL7,,,EU717894,NC_012742,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,ASU02547.1,41.2,165,89,4,9,167,2,164,3.24e-31,113.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ASU02547.1,homing endonuclease,Escherichia phage saus132,173.0,MF431737.1,121986.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Demerecviridae,Markadamsvirinae,Epseptimavirus,,Epseptimavirus saus132,E,Escherichia phage saus132,,,MF431737,NC_047884,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,AEZ66167.1,39.7,156,92,2,13,166,10,165,3.8900000000000003e-31,112.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AEZ66167.1,hypothetical protein phiTE_001,Pectobacterium phage phiTE,167.0,JQ015307.1,142349.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Vequintavirinae,Certrevirus,,Certrevirus phiTE,E,Pectobacterium phage phiTE,,,JQ015307,NC_020201,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_104,QAX98706.1,38.1,160,97,2,10,168,24,182,4.36e-31,113.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QAX98706.1,putative endonuclease,Salmonella phage Segz_1,184.0,MH791402.1,48285.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Segzyvirus,,Segzyvirus segz1,E,Salmonella phage Segz_1,,,MH791402,NC_054640,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,QAX98706.1,42.7,164,85,5,8,167,24,182,2.52e-38,131.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QAX98706.1,putative endonuclease,Salmonella phage Segz_1,184.0,MH791402.1,48285.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Segzyvirus,,Segzyvirus segz1,E,Salmonella phage Segz_1,,,MH791402,NC_054640,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,QDB70195.1,41.4,162,93,2,5,165,6,166,1.92e-37,129.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QDB70195.1,hypothetical protein,Salmonella virus KFS-SE2,170.0,MK112901.1,48608.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus KFSSE2,E,Salmonella virus KFS-SE2,,,MK112901,NC_054641,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ARK07805.1,40.7,162,94,2,5,165,6,166,2.19e-36,126.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ARK07805.1,homing endonuclease,Salmonella phage LPST10,170.0,KY860935.1,47657.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus LPST10,E,Salmonella phage LPST10,,,KY860935,NC_054645,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AXQ70319.1,40.7,162,94,2,5,165,6,166,2.19e-36,126.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AXQ70319.1,homing endonuclease,Salmonella virus VSt472,170.0,MH424446.1,46905.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus VSt472,E,Salmonella virus VSt472,,,MH424446,NC_054644,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AXC42959.1,40.1,162,95,2,5,165,6,166,4.38e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AXC42959.1,HNH homing endonuclease,Salmonella phage Skate,170.0,MH321493.1,47393.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus skate,E,Salmonella phage Skate,,,MH321493,NC_054639,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ACE75747.1,41.6,154,87,2,11,162,5,157,4.77e-36,125.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ACE75747.1,P07,Xanthomonas phage phiL7,173.0,EU717894.1,44080.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Eisenstarkvirus,,Eisenstarkvirus L7,E,Xanthomonas phage phiL7,,,EU717894,NC_012742,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ANH50897.1,40.9,164,88,5,8,167,24,182,3.68e-35,123.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ANH50897.1,hypothetical protein,Salmonella phage 64795_sal3,184.0,KX017520.1,45342.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Saltrevirus,,Saltrevirus sv64795sal3,E,Salmonella phage 64795_sal3,,,KX017520,NC_031918,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ABK00200.1,40.8,157,91,2,7,162,27,182,4.7699999999999995e-34,120.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ABK00200.1,p55.1,Xanthomonas phage Xop411,189.0,DQ777876.1,44520.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus Xop411,E,Xanthomonas phage Xop411,,,DQ777876,NC_009543,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,QFG07803.1,42.3,163,91,3,5,165,26,187,1.42e-33,119.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QFG07803.1,homing endonuclease,Salmonella phage vB_SenS_SB28,191.0,MK947460.1,45126.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Macdonaldcampvirus,,Macdonaldcampvirus SB28,E,Salmonella phage vB_SenS_SB28,,,MK947460,NC_054638,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,QAY00867.1,44.2,154,82,4,5,156,26,177,2.01e-33,119.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QAY00867.1,putative endonuclease,Salmonella phage SeSz-2,191.0,MH791412.1,45049.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus SeSz2,E,Salmonella phage SeSz-2,,,MH791412,NC_054643,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AOZ65402.1,43.7,151,83,2,5,154,3,152,4.65e-33,117.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AOZ65402.1,putative NHN endonuclease,Klebsiella phage vB_KpnM_KpV52,171.0,KX237516.1,47405.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Jedunavirus,,Jedunavirus KpV80,E,Klebsiella phage vB_KpnM_KpV52,,,KX237516,NC_041900,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ANW46797.1,39.5,167,91,3,8,165,2,167,9.3e-33,117.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ANW46797.1,homing endonuclease,Salmonella phage IME207,171.0,KX523699.2,47564.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shuimuvirus,,Shuimuvirus IME207,E,Salmonella phage IME207,,,KX523699,NC_031924,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AXG67745.1,41.1,163,88,4,8,169,3,158,1.83e-32,115.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AXG67745.1,Fis family transcriptional regulator,Ralstonia phage GP4,158.0,MH638294.1,61129.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gervaisevirus,,Gervaisevirus GP4,E,Ralstonia phage GP4,,,MH638294,NC_054964,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ATE85904.1,38.3,175,94,4,8,169,2,175,2.0800000000000002e-32,116.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ATE85904.1,putative HNH homing endonuclease,Shigella phage Sf13,175.0,MF158040.1,87570.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Mooglevirus,,Mooglevirus Sf13,E,Shigella phage Sf13,,,MF158040,NC_042017,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AAP58684.1,40.2,164,93,3,8,167,7,169,2.7000000000000004e-32,115.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AAP58684.1,17R,Xanthomonas phage Xp10,172.0,AY299121.1,44373.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus Xp10,E,Xanthomonas phage Xp10,,,AY299121,NC_004902,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ATE85718.1,38.9,167,92,3,8,165,7,172,1.7e-31,114.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ATE85718.1,DNA-binding domain-containing protein,Shigella phage Sf11 SMD-2017,176.0,MF158038.1,46454.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cedarrivervirus,,Cedarrivervirus Sf11,E,Shigella phage Sf11 SMD-2017,,,MF158038,NC_054636,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AHC94018.1,42.7,143,79,2,16,157,11,151,9.520000000000001e-31,111.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AHC94018.1,hypothetical protein JJJB_0065,Achromobacter phage JWAlpha,163.0,KF787095.1,72329.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Schitoviridae,Rothmandenesvirinae,Jwalphavirus,,Jwalphavirus jwalpha,E,Achromobacter phage JWAlpha,,,KF787095,NC_023556,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AFO12458.1,39.6,159,94,2,8,165,11,168,2.19e-30,111.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AFO12458.1,HNH endonuclease,Salmonella phage vB_SenS_AG11,181.0,JX297445.1,41546.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Guernseyvirinae,Jerseyvirus,,Jerseyvirus AG11,E,Salmonella phage vB_SenS_AG11,,,JX297445,NC_041991,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AGX84665.1,39.6,159,94,2,8,165,11,168,2.19e-30,111.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AGX84665.1,putative HNH endonuclease,Salmonella phage SETP13,181.0,KF562864.1,42665.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Guernseyvirinae,Jerseyvirus,,Jerseyvirus SETP13,E,Salmonella phage SETP13,,,KF562864,NC_022752,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AMR57840.1,38.6,158,95,2,8,165,1,156,3.4999999999999996e-30,110.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AMR57840.1,putative HNH endonuclease,Pseudomonas phage vB_PsyM_KIL4,160.0,KU130129.1,92816.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Flaumdravirus,,Flaumdravirus KIL2,E,Pseudomonas phage vB_PsyM_KIL4,,,KU130129,NC_042054,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ALH46967.1,38.6,153,91,3,17,167,10,161,5.38e-30,109.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ALH46967.1,putative homing endonuclease,Escherichia phage phiSUSP1,163.0,KT454805.2,90743.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Suspvirus,,Suspvirus SUSP1,E,Escherichia phage phiSUSP1,,,KT454805,NC_028808,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,QDB70208.1,41.9,160,90,3,8,165,29,187,1.1300000000000001e-29,109.0,CG5_S8_NODE_1_length_66368_cov_6,61605,QDB70208.1,hypothetical protein,Salmonella virus KFS-SE2,191.0,MK112901.1,48608.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus KFSSE2,E,Salmonella virus KFS-SE2,,,MK112901,NC_054641,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AAQ14742.1,38.6,153,91,3,17,167,10,161,1.52e-29,108.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AAQ14742.1,unknown,Salmonella phage FelixO1,163.0,AF320576.1,86155.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Felixounavirus,,Felixounavirus felixO1,E,Salmonella phage Felix01,,,AF320576,NC_005282,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,AIW03743.1,37.9,153,92,3,17,167,10,161,2.1500000000000002e-29,108.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AIW03743.1,HNH homing endonuclease,Citrobacter phage Moogle,163.0,KM236239.1,87999.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Mooglevirus,,Mooglevirus moogle,E,Citrobacter phage Moogle,,,KM236239,NC_027293,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_107,ANH50855.1,39.2,158,84,3,8,165,71,216,2.59e-29,110.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ANH50855.1,hypothetical protein,Salmonella phage 64795_sal3,239.0,KX017520.1,45342.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Saltrevirus,,Saltrevirus sv64795sal3,E,Salmonella phage 64795_sal3,,,KX017520,NC_031918,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_112,ADO97531.1,32.4,173,111,5,1,171,234,402,3.56e-20,89.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ADO97531.1,transketolase central region-containing protein,Synechococcus phage S-SM2,402.0,GU071095.1,190789.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Kyanoviridae,,Nilusvirus,,Nilusvirus ssm2,E,Synechococcus phage S-SM2,,,GU071095,NC_015279,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_112,AIR93527.1,37.3,134,75,4,2,131,214,342,1.96e-18,84.0,CG5_S8_NODE_1_length_66368_cov_6,61605,AIR93527.1,putative transketolase central region-containing protein,Prochlorococcus phage P-TIM68,381.0,KM359505.1,197361.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Kyanoviridae,,Haifavirus,,Haifavirus tim68,E,Prochlorococcus phage P-TIM68,,,KM359505,NC_028955,Complete genome,dsDNA,bacteria
CG5_S8_NODE_1_length_66368_cov_6.286132_113,ADO97531.1,39.7,194,114,2,2,193,7,199,5.0099999999999996e-40,142.0,CG5_S8_NODE_1_length_66368_cov_6,61605,ADO97531.1,transketolase central region-containing protein,Synechococcus phage S-SM2,402.0,GU071095.1,190789.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Kyanoviridae,,Nilusvirus,,Nilusvirus ssm2,E,Synechococcus phage S-SM2,,,GU071095,NC_015279,Complete genome,dsDNA,bacteria
CR10_S3_NODE_1_length_183431_cov_8.855302_1,AAL22981.1,28.1,431,276,12,262,667,412,833,2.3300000000000001e-32,137.0,CR10_S3_NODE_1_length_183431_cov_8,172707,AAL22981.1,"RNA polymerase, beta subunit",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,1342.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,
CR10_S3_NODE_1_length_183431_cov_8.855302_12,AAL21804.1,28.8,243,139,8,57,272,87,322,3.51e-12,68.6,CR10_S3_NODE_1_length_183431_cov_8,172707,AAL21804.1,sigma S (sigma 38) factor of RNA polymerase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,330.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,
CR10_S3_NODE_1_length_183431_cov_8.855302_18,ATG86354.1,27.2,892,516,27,122,935,74,910,3.48e-54,207.0,CR10_S3_NODE_1_length_183431_cov_8,172707,ATG86354.1,DNA polymerase,Lactobacillus phage LpeD,1000.0,MF787246.1,145162.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,,Elpedvirus,,Elpedvirus LpeD,E,Lactobacillus phage LpeD,,,MF787246,NC_048677,Complete genome,dsDNA,bacteria
CR10_S3_NODE_1_length_183431_cov_8.855302_18,AUV59994.1,26.6,834,522,23,121,896,77,878,1.4999999999999998e-52,202.0,CR10_S3_NODE_1_length_183431_cov_8,172707,AUV59994.1,DNA polymerase,Lactobacillus phage Bacchae,1005.0,MG765277.2,141124.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,,Harbinvirus,,Harbinvirus bacchae,E,Lactobacillus phage Bacchae,,,MG765277,NC_047924,Complete genome,dsDNA,bacteria
CR10_S3_NODE_1_length_183431_cov_8.855302_18,AYH92297.1,26.6,832,521,23,123,896,79,878,6.279999999999999e-52,201.0,CR10_S3_NODE_1_length_183431_cov_8,172707,AYH92297.1,DNA polymerase,Lactobacillus phage Bromius,1005.0,MH809531.1,140527.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,,Harbinvirus,,Harbinvirus bromius,E,Lactobacillus phage Bromius,,,MH809531,NC_048085,Complete genome,dsDNA,bacteria
