qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_149,AXH69895.1,53.1,64,30,0,2,65,3,66,1.16e-17,71.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69895.1,hypothetical protein SEA_KARIMAC_25,Streptomyces phage Karimac,70.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR77488.1,83.0,47,8,0,35,81,1,47,1.16e-21,81.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77488.1,hypothetical protein SEA_NOOTNOOT_266,Streptomyces phage NootNoot,47.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR77291.1,83.0,47,8,0,35,81,1,47,1.16e-21,81.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77291.1,hypothetical protein SEA_NOOTNOOT_21,Streptomyces phage NootNoot,47.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR77690.1,83.0,47,8,0,35,81,1,47,1.16e-21,81.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77690.1,hypothetical protein SEA_PARADIDDLES_262,Streptomyces phage Paradiddles,47.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR77512.1,83.0,47,8,0,35,81,1,47,1.16e-21,81.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77512.1,hypothetical protein SEA_PARADIDDLES_21,Streptomyces phage Paradiddles,47.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QDK03080.1,83.0,47,8,0,35,81,1,47,1.16e-21,81.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK03080.1,hypothetical protein SEA_BRAELYN_266,Streptomyces phage Braelyn,47.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QDK02879.1,83.0,47,8,0,35,81,1,47,1.16e-21,81.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02879.1,hypothetical protein SEA_BRAELYN_21,Streptomyces phage Braelyn,47.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QDH94094.1,78.7,47,10,0,35,81,1,47,3.3200000000000002e-21,80.5,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94094.1,hypothetical protein SEA_EVY_260,Streptomyces phage Evy,47.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QDH93891.1,78.7,47,10,0,35,81,1,47,3.3200000000000002e-21,80.5,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93891.1,hypothetical protein SEA_EVY_22,Streptomyces phage Evy,47.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,AIW02733.1,78.7,47,10,0,35,81,1,47,4.71e-21,80.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02733.1,hypothetical protein PBI_JAY2JAY_280,Streptomyces phage Jay2Jay,47.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,AIW02524.1,78.7,47,10,0,35,81,1,47,4.71e-21,80.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02524.1,hypothetical protein PBI_JAY2JAY_25,Streptomyces phage Jay2Jay,47.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR75641.1,76.6,47,11,0,35,81,1,47,1.92e-20,78.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75641.1,hypothetical protein SEA_MILDRED21_284,Streptomyces phage Mildred21,47.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR75429.1,76.6,47,11,0,35,81,1,47,1.92e-20,78.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75429.1,hypothetical protein SEA_MILDRED21_21,Streptomyces phage Mildred21,47.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QBP31015.1,78.3,46,10,0,36,81,3,48,2.29e-19,75.9,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP31015.1,hypothetical protein SEA_EGOLE_275,Streptomyces phage EGole,48.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QBP30819.1,78.3,46,10,0,36,81,3,48,2.29e-19,75.9,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30819.1,hypothetical protein SEA_EGOLE_21,Streptomyces phage EGole,48.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QJD50984.1,73.3,45,12,0,35,79,1,45,1.83e-18,73.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50984.1,hypothetical protein SEA_BMOC_276,Streptomyces phage Bmoc,47.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QJD50770.1,73.3,45,12,0,35,79,1,45,1.83e-18,73.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50770.1,hypothetical protein SEA_BMOC_20,Streptomyces phage Bmoc,47.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR77928.1,65.2,46,15,1,35,79,1,46,2.17e-10,53.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77928.1,hypothetical protein SEA_PEEBS_269,Streptomyces phage Peebs,48.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,ASR77729.1,65.2,46,15,1,35,79,1,46,2.17e-10,53.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77729.1,hypothetical protein SEA_PEEBS_22,Streptomyces phage Peebs,48.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,AST15456.1,65.2,46,15,1,35,79,1,46,2.17e-10,53.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15456.1,hypothetical protein SEA_SAMISTI12_271,Streptomyces phage Samisti12,48.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,AST15252.1,65.2,46,15,1,35,79,1,46,2.17e-10,53.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15252.1,hypothetical protein SEA_SAMISTI12_20,Streptomyces phage Samisti12,48.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QGH76529.1,65.2,46,15,1,35,79,1,46,2.17e-10,53.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76529.1,hypothetical protein SEA_DAUBENSKI_265,Streptomyces phage Daubenski,48.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_150,QGH76331.1,65.2,46,15,1,35,79,1,46,2.17e-10,53.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76331.1,hypothetical protein SEA_DAUBENSKI_21,Streptomyces phage Daubenski,48.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QGH76530.1,80.7,145,28,0,1,145,1,145,1.15e-86,251.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76530.1,HNH endonuclease,Streptomyces phage Daubenski,145.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QGH76332.1,80.7,145,28,0,1,145,1,145,1.15e-86,251.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76332.1,HNH endonuclease,Streptomyces phage Daubenski,145.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR75642.1,80.0,145,29,0,1,145,1,145,9.46e-86,249.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75642.1,HNH endonuclease,Streptomyces phage Mildred21,145.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR75430.1,80.0,145,29,0,1,145,1,145,9.46e-86,249.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75430.1,HNH endonuclease,Streptomyces phage Mildred21,145.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AIW02734.1,79.3,145,30,0,1,145,1,145,9.069999999999999e-84,244.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02734.1,HNH endonuclease,Streptomyces phage Jay2Jay,145.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AIW02525.1,79.3,145,30,0,1,145,1,145,9.069999999999999e-84,244.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02525.1,HNH endonuclease,Streptomyces phage Jay2Jay,145.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QDK03081.1,77.2,145,33,0,1,145,1,145,7.14e-81,237.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK03081.1,HNH endonuclease,Streptomyces phage Braelyn,145.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QDK02880.1,77.2,145,33,0,1,145,1,145,7.14e-81,237.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02880.1,HNH endonuclease,Streptomyces phage Braelyn,145.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QDH94095.1,76.6,145,34,0,1,145,1,145,1.01e-80,236.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94095.1,HNH endonuclease,Streptomyces phage Evy,145.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QDH93892.1,76.6,145,34,0,1,145,1,145,1.01e-80,236.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93892.1,HNH endonuclease,Streptomyces phage Evy,145.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR77691.1,76.6,145,34,0,1,145,1,145,2.05e-80,236.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77691.1,HNH endonuclease,Streptomyces phage Paradiddles,145.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR77513.1,76.6,145,34,0,1,145,1,145,2.05e-80,236.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77513.1,HNH endonuclease,Streptomyces phage Paradiddles,145.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR77489.1,76.6,141,33,0,5,145,4,144,6.610000000000001e-79,232.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77489.1,HNH endonuclease,Streptomyces phage NootNoot,144.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR77292.1,76.6,141,33,0,5,145,4,144,6.610000000000001e-79,232.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77292.1,HNH endonuclease,Streptomyces phage NootNoot,144.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR77933.1,66.7,150,42,1,1,142,1,150,2.3699999999999997e-67,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77933.1,HNH endonuclease,Streptomyces phage Peebs,153.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,ASR77730.1,66.7,150,42,1,1,142,1,150,2.3699999999999997e-67,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77730.1,HNH endonuclease,Streptomyces phage Peebs,153.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AST15457.1,66.7,150,42,1,1,142,1,150,2.3699999999999997e-67,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15457.1,HNH endonuclease,Streptomyces phage Samisti12,153.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AST15253.1,66.7,150,42,1,1,142,1,150,2.3699999999999997e-67,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15253.1,HNH endonuclease,Streptomyces phage Samisti12,153.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QBP31016.1,70.9,134,38,1,9,142,18,150,3.9100000000000004e-66,200.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP31016.1,HNH endonuclease,Streptomyces phage EGole,153.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,QBP30820.1,70.9,134,38,1,9,142,18,150,3.9100000000000004e-66,200.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30820.1,HNH endonuclease,Streptomyces phage EGole,153.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AXH69770.1,67.9,140,44,1,6,145,14,152,7.630000000000001e-66,199.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69770.1,HNH endonuclease,Streptomyces phage LukeCage,152.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AXH69554.1,67.9,140,44,1,6,145,14,152,7.630000000000001e-66,199.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69554.1,HNH endonuclease,Streptomyces phage LukeCage,152.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AXH70108.1,67.4,144,45,2,2,145,12,153,6.45e-65,197.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH70108.1,HNH endonuclease,Streptomyces phage Karimac,153.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AXH69949.1,67.4,144,45,2,2,145,12,153,6.45e-65,197.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69949.1,HNH endonuclease,Streptomyces phage Karimac,153.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_151,AXH66999.1,67.1,140,45,1,6,145,15,153,9.16e-65,196.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66999.1,HNH endonuclease,Streptomyces phage StarPlatinum,153.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_152,AIW02526.1,79.0,62,13,0,14,75,8,69,3.2200000000000003e-31,106.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02526.1,hypothetical protein PBI_JAY2JAY_27,Streptomyces phage Jay2Jay,75.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_152,QDH93893.1,77.4,62,14,0,14,75,8,69,1.8599999999999997e-30,104.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93893.1,hypothetical protein SEA_EVY_24,Streptomyces phage Evy,75.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_152,ASR75431.1,70.4,71,19,1,1,71,1,69,6.1399999999999995e-30,103.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75431.1,hypothetical protein SEA_MILDRED21_23,Streptomyces phage Mildred21,80.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
