genome_ID	genome_length	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	classified
KX058345.1	7599.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Arachis pintoi virus	E	Arachis pintoi virus	ApV	Var A	KX058345	NC_032104	Complete genome	ssRNA(+)	plants	1.0
JN053266.1	7718.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Blackberry virus E	E	blackberry virus E	BVE	BB_Ellis-1	JN053266	NC_015706	Complete genome	ssRNA(+)	plants	1.0
MN031278.1	7829.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Senna severe yellow mosaic virus	E	Senna severe yellow mosaic virus	SSYMV		MN031278		Complete genome	ssRNA(+)	plants	1.0
MF150239.1	7462.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Allexivirus		Vanilla latent virus	E	Vanilla latent virus	VLV	CRV2148ALL	MF150239	NC_035204	Complete genome	ssRNA(+)	plants	1.0
AY055762.1	6966.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Botrexvirus		Botrytis virus X	E	botrytis virus X	BotVX	Howitt	AY055762	NC_005132	Complete genome	ssRNA(+)	fungi	1.0
EU489641.1	7674.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Lolavirus		Lolium latent virus	E	lolium latent virus	LoLV	US1	EU489641	NC_010434	Complete genome	ssRNA(+)	plants	1.0
KC923234.1	7838.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Platypuvirus		Donkey orchid symptomless virus	E	donkey orchid symptomless virus	DOSV	Mariginiup11	KC923234	NC_022894	Complete genome	ssRNA(+)	plants	1.0
MK957246.1	7479.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus	Mandarivirus	Citrus yellow mottle-associated virus	E	citrus yellow mottle-associated virus	CiYMaV	CiYMaV-PS	MK957246		Complete genome	ssRNA(+)	plants	1.0
KP313240.1	7531.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus	Mandarivirus	Citrus yellow vein clearing virus	E	citrus yellow vein clearing virus	CYVCV	CQ	KP313240	NC_026592	Complete genome	ssRNA(+)	plants	1.0
AF406744.1	7560.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus	Mandarivirus	Indian citrus ringspot virus	E	Indian citrus ringspot virus	ICRSV	K1	AF406744	NC_003093	Complete genome	ssRNA(+)	plants	1.0
FJ670570.2	7118.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Allium virus X	E	allium virus X	AVX	Netherlands	FJ670570	NC_012211	Complete genome	ssRNA(+)	plants	1.0
AB206396.1	7009.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Alstroemeria virus X	E	alstroemeria virus X	AlsVX	Japan	AB206396	NC_007408	Complete genome	ssRNA(+)	plants	1.0
AY863024.1	6607.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Alternanthera mosaic virus	E	alternanthera mosaic virus	AltMV	Pennsylavania	AY863024	NC_007731	Complete genome	ssRNA(+)	plants	1.0
KF421905.1	7408.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Ambrosia asymptomatic virus 1	E	Ambrosia asymptomatic virus 1	AAV1		KF421905	NC_055542	Complete genome	ssRNA(+)	plants	1.0
AB304848.1	6937.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Asparagus virus 3	E	asparagus virus 3	AV3	J	AB304848	NC_010416	Complete genome	ssRNA(+)	plants	1.0
AJ316085.1	6985.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Asparagus virus 3	A	scallion virus X	SVX		AJ316085	NC_003400	Complete genome	ssRNA(+)	plants	1.0
MF978248.1	6692.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Babaco mosaic virus	E	Babaco mosaic virus	BabMV		MF978248	NC_036587	Complete genome	ssRNA(+)	plants	1.0
AF308158.2	6614.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Cactus virus X	E	cactus virus X	CVX	Taiwan	AF308158	NC_002815	Complete genome	ssRNA(+)	plants	1.0
KC505252.1	5419.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Cassava Colombian symptomless virus	E	Cassava Colombian symptomless virus	CsCSV		KC505252		Complete genome	ssRNA(+)	plants	1.0
KY288487.1	5879.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Cassava virus X	E	cassava virus X	CsVX	Ven164	KY288487	NC_034375	Complete genome	ssRNA(+)	plants	1.0
LC460456.1	5964.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Cnidium virus X	E	Cnidium virus X	CnVX		LC460456	NC_055546	Complete genome	ssRNA(+)	plants	1.0
MK572000.1	6784.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Euonymus yellow mottle associated virus	E	Euonymus yellow mottle associated virus	EYMaV		MK572000	NC_055574	Complete genome	ssRNA(+)	plants	1.0
MF078061.1	7279.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Euonymus yellow vein virus	E	Euonymus yellow vein virus 	EYVV		MF078061	NC_035190	Complete genome	ssRNA(+)	plants	1.0
AJ620114.1	6528.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Hosta virus X	E	hosta virus X	HVX	Kr	AJ620114	NC_011544	Complete genome	ssRNA(+)	plants	1.0
AY707100.1	6185.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Hydrangea ringspot virus	E	hydrangea ringspot virus	HdRSV	PD 109	AY707100	NC_006943	Complete genome	ssRNA(+)	plants	1.0
AB546335.1	3860.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Lagenaria mild mosaic virus	E	lagenaria mild mosaic virus	LMMV		AB546335	NC_043079	Partial genome	ssRNA(+)	plants	1.0
AM745758.1	7212.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Lettuce virus X	E	lettuce virus X	LeVX	Karaj	AM745758	NC_010832	Complete genome	ssRNA(+)	plants	1.0
AJ633822.2	5823.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Lily virus X	E	lily virus X	LVX	Netherlands	AJ633822	NC_007192	Complete genome	ssRNA(+)	plants	1.0
DQ660333.1	6858.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Malva mosaic virus	E	malva mosaic virus	MalMV	Cote	DQ660333	NC_008251	Complete genome	ssRNA(+)	plants	1.0
AY789138.1	5914.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Mint virus X	E	mint virus X	MVX	NCGR MEN 454	AY789138	NC_006948	Complete genome	ssRNA(+)	plants	1.0
AB219105.1	6582.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Nerine virus X	E	nerine virus X	NVX	J	AB219105	NC_007679	Complete genome	ssRNA(+)	plants	1.0
AY366209.1	6653.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Opuntia virus X	E	opuntia virus X	OpVX	CC10	AY366209	NC_006060	Complete genome	ssRNA(+)	plants	1.0
AF484251.1	6450.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Pepino mosaic virus	E	pepino mosaic virus	PepMV	Sp-13	AF484251	NC_004067	Complete genome	ssRNA(+)	plants	1.0
AB353071.1	5816.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Phaius virus X	E	phaius virus X	PhVX	Japan	AB353071	NC_010295	Complete genome	ssRNA(+)	plants	1.0
JF930327.1	6677.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Pitaya virus X	E	Pitaya virus X	PiVX	P37	JF930327	NC_024458	Complete genome	ssRNA(+)	plants	1.0
KR872420.1	6888.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Plantain virus X	E	plantain virus X	PlVX		KR872420	NC_028649	Complete genome	ssRNA(+)	plants	1.0
AY366207.2	6633.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Schlumbergera virus X	E	schlumbergera virus X	SchVX	K11	AY366207	NC_011659	Complete genome	ssRNA(+)	plants	1.0
KX196173.2	6775.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Senna mosaic virus	E	Senna mosaic virus	SenMV		KX196173	NC_030746	Complete genome	ssRNA(+)	plants	1.0
JN389521.1	6495.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Tamus red mosaic virus	E	tamus red mosaic virus	TRMV	IT	JN389521	NC_016003	Complete genome	ssRNA(+)	plants	1.0
AB066288.1	6056.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Tulip virus X	E	tulip virus X	TVX	J	AB066288	NC_004322	Complete genome	ssRNA(+)	plants	1.0
MH077559.1	6278.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Turtle grass virus X	E	Turtle grass virus X	TGVX		MH077559	NC_040644	Complete genome	ssRNA(+)	plants	1.0
MF150240.1	6295.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Vanilla virus X	E	Vanilla virus X	VaVX	CRV2148POT	MF150240	NC_035205	Complete genome	ssRNA(+)	plants	1.0
KJ711908.1	6158.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Yam virus X	E	yam virus X	YVX	T551	KJ711908	NC_025252	Complete genome	ssRNA(+)	plants	1.0
AY366208.1	6624.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Zygocactus virus X	E	zygocactus virus X	ZyVX	B1	AY366208	NC_006059	Complete genome	ssRNA(+)	plants	1.0
AY147260.2	5470.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Sclerodarnavirus		Sclerotinia sclerotiorum debilitation-associated RNA virus	E	Sclerotinia sclerotiorum debilitation-associated RNA virus	SsDRV	China	AY147260	NC_007415	Complete genome	ssRNA(+)	fungi	1.0
AF314662.1	7352.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Banmivirus		Banmivirus BanMMV	E	banana mild mosaic virus	BanMMV	Gambley	AF314662	NC_002729	Complete genome	ssRNA(+)	plants	1.0
AB051848.1	8657.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Aconitum latent virus	E	aconitum latent virus	AcLV	D	AB051848	NC_002795	Complete genome	ssRNA(+)	plants	1.0
JQ245696.1	8601.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		American hop latent virus	E	american hop latent virus	AHLV	Bittergold	JQ245696	NC_017859	Complete genome	ssRNA(+)	plants	1.0
KR349343.1	8881.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Atractylodes mottle virus	E	Atractylodes mottle virus	AtrMV	SK	KR349343	NC_038966	Complete genome	ssRNA(+)	plants	1.0
AB517596.1	8662.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Butterbur mosaic virus	E	butterbur mosaic virus	BuMV	J	AB517596	NC_013527	Complete genome	ssRNA(+)	plants	1.0
HQ588147.1	1120.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Caper latent virus	E	caper latent virus	CapLV	L7	HQ588147	NC_043080	Partial genome	ssRNA(+)	plants	1.0
MH536506.1	8896.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus BiCV	E	birch carlavirus	BiCV	BpenGer407526_5M	MH536506		Complete genome	ssRNA(+)	plants	1.0
MG432107.1	8890.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus CVR	E	chrysanthemum virus R	CVR	BJ	MG432107	NC_040703	Complete genome	ssRNA(+)	plants	1.0
MK984598.1	9081.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus PaMMaV	E	papaya mild mottle associated virus	PaMMaV	KE-Kwa-02	MK984598		Complete genome	ssRNA(+)	plants	1.0
MK984600.1	9080.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus PapMaV	E	papaya mottle-associated virus	PapMaV	KE-Mer-04	MK984600		Complete genome	ssRNA(+)	plants	1.0
KU726694.1	8696.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus PepVA	E	pepper virus A	PepVA	TW	KU726694	NC_034376	Complete coding genome	ssRNA(+)	plants	1.0
MN053272.1	8869.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus RoVA	E	rose virus A	RoVA	R11	MN053272		Complete genome	ssRNA(+)	plants	1.0
MW176107.1	8681.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus SCV1	E	soybean carlavirus 1	SCV1	SCV1-IL	MW176107		Complete genome	ssRNA(+)	plants	1.0
MH292861.1	8384.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus ShVS	E	shallot virus S	ShVS	13-17	MH292861		Complete genome	ssRNA(+)	plants	1.0
AJ010697.1	1313.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carnation latent virus	E	carnation latent virus	CLV		AJ010697	NC_038865	Partial genome	ssRNA(+)	plants	1.0
AM493895.2	8855.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Chrysanthemum virus B	E	chrysanthemum virus B	CVB	Punjab	AM493895	NC_009087	Complete genome	ssRNA(+)	plants	1.0
AY340584.1	1040.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cole latent virus	E	cole latent virus	CoLV		AY340584	NC_038322	Partial genome	ssRNA(+)	plants	1.0
EF527260.1	8727.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Coleus vein necrosis virus	E	coleus vein necrosis virus	CVNV	USA	EF527260	NC_009764	Complete genome	ssRNA(+)	plants	1.0
HQ184471.1	8127.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cowpea mild mottle virus	E	cowpea mild mottle virus	CPMMV	Ghana	HQ184471	NC_014730	Complete genome	ssRNA(+)	plants	1.0
JN591720.1	5218.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cucumber vein-clearing virus	E	cucumber vein-clearing virus	CvCV	PV-0985	JN591720	NC_043081	Partial genome	ssRNA(+)	plants	1.0
AJ620300.1	8739.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Daphne virus S	E	daphne virus S	DVS	K	AJ620300	NC_008020	Complete genome	ssRNA(+)	plants	1.0
KJ415259.1	8659.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Gaillardia latent virus	E	gaillardia latent virus	GLV	5/18-05-2010	KJ415259	NC_023892	Complete genome	ssRNA(+)	plants	1.0
JF320810.1	8638.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Garlic common latent virus	E	garlic common latent virus	GarCLV	WA-1	JF320810	NC_016440	Complete genome	ssRNA(+)	plants	1.0
FJ196838.1	3030.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Helleborus mosaic virus	E	helleborus mosaic virus	HMV		FJ196838	NC_043082	Partial genome	ssRNA(+)	plants	1.0
FJ196835.1	8542.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Helleborus net necrosis virus	E	helleborus net necrosis virus	HNNV	G5	FJ196835	NC_012038	Complete genome	ssRNA(+)	plants	1.0
DQ098905.1	8500.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hippeastrum latent virus	E	hippeastrum latent virus	HLV	Taiwan	DQ098905	NC_011540	Complete genome	ssRNA(+)	plants	1.0
AB032469.1	8612.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hop latent virus	E	hop latent virus	HpLV	Japan	AB032469	NC_002552	Complete genome	ssRNA(+)	plants	1.0
EU527979.1	8550.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hop mosaic virus	E	hop mosaic virus	HpMV	Australia	EU527979	NC_010538	Complete genome	ssRNA(+)	plants	1.0
EU754720.2	8433.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hydrangea chlorotic mottle virus	E	hydrangea chlorotic mottle virus	HCMV	NZ	EU754720	NC_012869	Complete genome	ssRNA(+)	plants	1.0
FJ531634.1	8517.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Kalanchoe latent virus	E	kalanchoë latent virus	KLV	PV-0290B	FJ531634	NC_013006	Complete genome	ssRNA(+)	plants	1.0
EU074853.1	8412.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Ligustrum necrotic ringspot virus	E	ligustrum necrotic ringspot virus	LNRSV	USA	EU074853	NC_010305	Complete genome	ssRNA(+)	plants	1.0
KX000914.1	8525.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Ligustrum virus A	E	Ligustrum virus A	LiVA	SK	KX000914	NC_031089	Complete genome	ssRNA(+)	plants	1.0
AJ516059.1	8394.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Lily symptomless virus	E	lily symptomless virus	LSLV	South Korea	AJ516059	NC_005138	Complete genome	ssRNA(+)	plants	1.0
LC224308.1	9073.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Melon yellowing-associated virus	E	melon yellowing-associated virus	MYaV	M22	LC224308	NC_038324	Complete genome	ssRNA(+)	plants	1.0
JN039374.1	8315.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Mirabilis jalapa mottle virus	E	Mirabilis jalapa mottle virus	MjMV	USA	JN039374	NC_016080	Complete genome	ssRNA(+)	plants	1.0
AM158439.1	8539.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Narcissus common latent virus	E	narcissus common latent virus	NCLV	Zhangzhou	AM158439	NC_008266	Complete genome	ssRNA(+)	plants	1.0
AM182569.2	8281.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Nerine latent virus	E	nerine latent virus	NeLV	Hangzhou-2005	AM182569	NC_008552	Complete genome	ssRNA(+)	plants	1.0
DQ455582.1	8386.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Passiflora latent virus	E	passiflora latent virus	PLV	Israel	DQ455582	NC_008292	Complete genome	ssRNA(+)	plants	1.0
KP784454.2	8041.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Pea streak virus	E	pea streak virus	PeSV	PV-264	KP784454	NC_026616	Complete genome	ssRNA(+)	plants	1.0
EU162589.1	9058.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Phlox virus B	E	phlox virus B	PhVB	WP	EU162589	NC_009991	Complete genome	ssRNA(+)	plants	1.0
FJ159381.1	1408.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Phlox virus M	E	phlox virus M	PhVM	CA	FJ159381	NC_043083	Partial genome	ssRNA(+)	plants	1.0
EF492068.1	8590.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Phlox virus S	E	phlox virus S	PhVS	BR	EF492068	NC_009383	Complete genome	ssRNA(+)	plants	1.0
AY505475.1	8741.0	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Poplar mosaic virus	E	poplar mosaic virus	PopMV	PV-0341	AY505475	NC_005343	Complete genome	ssRNA(+)	plants	1.0
