qseqid_ID,sseqid_ID,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,length,Class,Exemplar or additional isolate,Family,Genome composition,Genome coverage,Genus,Host source,Kingdom,Order,Phylum,Realm,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Virus GENBANK accession,Virus REFSEQ accession,Virus isolate designation,Virus name abbreviation(s),Virus name(s),bitscore,definition,evalue,gapopen,genome_ncbi_acc,mismatch,pident,protein_length,qend,qseqid,qstart,send,sseqid,sstart,virus
AT10B_S2_NODE_1_length_122269_cov_11,AXH67000.1,31.002999999999997,103329.0,133886.0,43.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,76.6,hypothetical protein SEA_STARPLATINUM_231,6.89e-20,0,MH576965.1,12,72.1,45.0,54,AT10B_S2_NODE_1_length_122269_cov_11.242561_83,12,43,AXH67000.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66999.1,93.93999999999998,103329.0,133886.0,140.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,196.0,HNH endonuclease,9.16e-65,1,MH576965.1,45,67.1,153.0,145,AT10B_S2_NODE_1_length_122269_cov_11.242561_151,6,153,AXH66999.1,15,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66985.1,40.044,103329.0,133886.0,94.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,57.8,ParB-like nuclease domain protein,3.07e-11,4,MH576965.1,41,42.6,117.0,84,AT10B_S2_NODE_1_length_122269_cov_11.242561_140,1,91,AXH66985.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66975.1,272.064,103329.0,133886.0,327.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,540.0,hypothetical protein SEA_STARPLATINUM_272,1.62e-194,1,MH576965.1,54,83.2,333.0,326,AT10B_S2_NODE_1_length_122269_cov_11.242561_131,1,327,AXH66975.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66974.1,51.00000000000001,103329.0,133886.0,68.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,100.0,hypothetical protein SEA_STARPLATINUM_271,9.86e-29,1,MH576965.1,16,75.0,67.0,83,AT10B_S2_NODE_1_length_122269_cov_11.242561_130,16,67,AXH66974.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66971.1,50.968,103329.0,133886.0,92.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,107.0,hypothetical protein SEA_STARPLATINUM_268,3.1900000000000003e-31,1,MH576965.1,38,55.4,92.0,89,AT10B_S2_NODE_1_length_122269_cov_11.242561_128,1,92,AXH66971.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66970.1,44.982000000000006,103329.0,133886.0,63.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,98.6,hypothetical protein SEA_STARPLATINUM_267,2.96e-28,0,MH576965.1,18,71.4,63.0,78,AT10B_S2_NODE_1_length_122269_cov_11.242561_127,16,63,AXH66970.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66967.1,116.034,103329.0,133886.0,166.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,247.0,hypothetical protein SEA_STARPLATINUM_264,3.17e-84,2,MH576965.1,46,69.9,163.0,165,AT10B_S2_NODE_1_length_122269_cov_11.242561_125,1,163,AXH66967.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66966.1,95.94,103329.0,133886.0,156.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,202.0,hypothetical protein SEA_STARPLATINUM_263,1.0400000000000001e-66,1,MH576965.1,59,61.5,160.0,158,AT10B_S2_NODE_1_length_122269_cov_11.242561_123,4,158,AXH66966.1,3,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66962.1,55.993,103329.0,133886.0,133.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,98.6,hypothetical protein SEA_STARPLATINUM_259,2.3700000000000002e-26,2,MH576965.1,75,42.1,139.0,134,AT10B_S2_NODE_1_length_122269_cov_11.242561_119,4,138,AXH66962.1,6,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66953.1,49.013999999999996,103329.0,133886.0,63.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,114.0,hypothetical protein SEA_STARPLATINUM_249,8.82e-35,0,MH576965.1,14,77.8,63.0,63,AT10B_S2_NODE_1_length_122269_cov_11.242561_109,1,63,AXH66953.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66952.1,89.991,103329.0,133886.0,99.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,179.0,hypothetical protein SEA_STARPLATINUM_248,2.9200000000000003e-59,1,MH576965.1,7,90.9,100.0,99,AT10B_S2_NODE_1_length_122269_cov_11.242561_108,1,98,AXH66952.1,2,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66951.1,84.05600000000001,103329.0,133886.0,133.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,150.0,hypothetical protein SEA_STARPLATINUM_247,7.81e-47,0,MH576965.1,49,63.2,133.0,133,AT10B_S2_NODE_1_length_122269_cov_11.242561_107,1,133,AXH66951.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66950.1,50.019999999999996,103329.0,133886.0,82.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,99.8,hypothetical protein SEA_STARPLATINUM_246,2.03e-28,0,MH576965.1,32,61.0,82.0,82,AT10B_S2_NODE_1_length_122269_cov_11.242561_106,1,82,AXH66950.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66948.1,20.988000000000003,103329.0,133886.0,44.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,43.1,hypothetical protein SEA_STARPLATINUM_244,1.02e-06,1,MH576965.1,22,47.7,52.0,61,AT10B_S2_NODE_1_length_122269_cov_11.242561_104,18,52,AXH66948.1,10,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66947.1,76.032,103329.0,133886.0,96.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,161.0,hypothetical protein SEA_STARPLATINUM_243,2.85e-52,0,MH576965.1,20,79.2,102.0,96,AT10B_S2_NODE_1_length_122269_cov_11.242561_103,1,96,AXH66947.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66946.1,84.048,103329.0,133886.0,102.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,189.0,WhiB family transcription factor,2.54e-63,0,MH576965.1,18,82.4,103.0,102,AT10B_S2_NODE_1_length_122269_cov_11.242561_102,1,102,AXH66946.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66945.1,59.013000000000005,103329.0,133886.0,79.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,136.0,hypothetical protein SEA_STARPLATINUM_241,3.78e-43,0,MH576965.1,20,74.7,79.0,79,AT10B_S2_NODE_1_length_122269_cov_11.242561_101,1,79,AXH66945.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66943.1,191.015,103329.0,133886.0,253.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,414.0,phosphoesterase,2.56e-147,1,MH576965.1,60,75.5,256.0,253,AT10B_S2_NODE_1_length_122269_cov_11.242561_99,1,251,AXH66943.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66942.1,73.95,103329.0,133886.0,102.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,156.0,deoxycytidylate deaminase,6.76e-50,0,MH576965.1,28,72.5,122.0,102,AT10B_S2_NODE_1_length_122269_cov_11.242561_92,1,122,AXH66942.1,21,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66939.1,99.03300000000002,103329.0,133886.0,144.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,126.0,hypothetical protein SEA_STARPLATINUM_235,3.82e-38,0,MH576965.1,8,87.7,155.0,65,AT10B_S2_NODE_1_length_122269_cov_11.242561_87,1,65,AXH66939.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66939.1,99.03300000000002,103329.0,133886.0,144.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,87.0,hypothetical protein SEA_STARPLATINUM_235,2.97e-22,1,MH576965.1,36,53.2,155.0,82,AT10B_S2_NODE_1_length_122269_cov_11.242561_88,4,146,AXH66939.1,69,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66937.1,73.025,103329.0,133886.0,127.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,157.0,hypothetical protein SEA_STARPLATINUM_233,6.61e-50,0,MH576965.1,54,57.5,127.0,127,AT10B_S2_NODE_1_length_122269_cov_11.242561_85,1,127,AXH66937.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66936.1,42.02,103329.0,133886.0,55.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,88.2,hypothetical protein SEA_STARPLATINUM_232,2.0299999999999998e-24,0,MH576965.1,13,76.4,55.0,55,AT10B_S2_NODE_1_length_122269_cov_11.242561_84,1,55,AXH66936.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66924.1,23.973,103329.0,133886.0,61.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,52.0,hypothetical protein SEA_STARPLATINUM_215,5.02e-10,0,MH576965.1,37,39.3,68.0,63,AT10B_S2_NODE_1_length_122269_cov_11.242561_81,3,68,AXH66924.1,8,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66923.1,202.124,103329.0,133886.0,299.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,400.0,polynucleotide kinase,1.59e-140,2,MH576965.1,91,67.6,296.0,299,AT10B_S2_NODE_1_length_122269_cov_11.242561_79,2,296,AXH66923.1,3,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66920.1,247.104,103329.0,133886.0,351.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,516.0,RNA ligase,1.64e-184,0,MH576965.1,104,70.4,358.0,351,AT10B_S2_NODE_1_length_122269_cov_11.242561_76,1,351,AXH66920.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66918.1,30.996000000000002,103329.0,133886.0,63.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,72.0,hypothetical protein SEA_STARPLATINUM_209,8.47e-18,1,MH576965.1,31,49.2,70.0,62,AT10B_S2_NODE_1_length_122269_cov_11.242561_75,1,63,AXH66918.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66917.1,64.005,103329.0,133886.0,85.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,140.0,hypothetical protein SEA_STARPLATINUM_208,1.3e-44,0,MH576965.1,21,75.3,86.0,85,AT10B_S2_NODE_1_length_122269_cov_11.242561_74,1,85,AXH66917.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66915.1,57.04,103329.0,133886.0,92.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,118.0,hypothetical protein SEA_STARPLATINUM_206,1.71e-35,1,MH576965.1,34,62.0,98.0,91,AT10B_S2_NODE_1_length_122269_cov_11.242561_73,1,92,AXH66915.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66911.1,67.973,103329.0,133886.0,101.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,142.0,hypothetical protein SEA_STARPLATINUM_201,3.44e-44,1,MH576965.1,32,67.3,134.0,100,AT10B_S2_NODE_1_length_122269_cov_11.242561_71,1,133,AXH66911.1,33,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66907.1,95.94,103329.0,133886.0,180.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,206.0,DnaQ-like DNA polymerase III subunit,2.1599999999999998e-67,1,MH576965.1,79,53.3,185.0,175,AT10B_S2_NODE_1_length_122269_cov_11.242561_69,1,180,AXH66907.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66888.1,156.032,103329.0,133886.0,184.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,317.0,peptidase,2.29e-111,2,MH576965.1,25,84.8,184.0,181,AT10B_S2_NODE_1_length_122269_cov_11.242561_51,1,184,AXH66888.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66887.1,39.995999999999995,103329.0,133886.0,99.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,76.6,HNH endonuclease,4.79e-18,2,MH576965.1,56,40.4,114.0,136,AT10B_S2_NODE_1_length_122269_cov_11.242561_112,41,113,AXH66887.1,15,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66886.1,25.974000000000004,103329.0,133886.0,54.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,58.2,hypothetical protein SEA_STARPLATINUM_156,1.39e-12,1,MH576965.1,27,48.1,56.0,53,AT10B_S2_NODE_1_length_122269_cov_11.242561_50,1,56,AXH66886.1,3,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66885.1,34.992000000000004,103329.0,133886.0,48.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,73.9,hypothetical protein SEA_STARPLATINUM_155,5.3e-19,0,MH576965.1,13,72.9,50.0,48,AT10B_S2_NODE_1_length_122269_cov_11.242561_49,1,48,AXH66885.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66880.1,34.02,103329.0,133886.0,60.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,77.0,hypothetical protein SEA_STARPLATINUM_142,4.89e-20,0,MH576965.1,26,56.7,61.0,60,AT10B_S2_NODE_1_length_122269_cov_11.242561_46,1,60,AXH66880.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66871.1,389.13000000000005,103329.0,133886.0,545.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,766.0,Ro-like RNA binding protein,7.11e-277,2,MH576965.1,153,71.4,542.0,545,AT10B_S2_NODE_1_length_122269_cov_11.242561_44,1,542,AXH66871.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66870.1,57.967000000000006,103329.0,133886.0,91.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,126.0,hypothetical protein SEA_STARPLATINUM_132,2.26e-38,0,MH576965.1,33,63.7,111.0,93,AT10B_S2_NODE_1_length_122269_cov_11.242561_42,3,111,AXH66870.1,21,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66865.1,55.01200000000001,103329.0,133886.0,68.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,126.0,hypothetical protein SEA_STARPLATINUM_125,8.3e-39,0,MH576965.1,13,80.9,84.0,68,AT10B_S2_NODE_1_length_122269_cov_11.242561_39,1,68,AXH66865.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66864.1,108.94,103329.0,133886.0,130.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,230.0,hypothetical protein SEA_STARPLATINUM_124,9.22e-79,0,MH576965.1,21,83.8,130.0,130,AT10B_S2_NODE_1_length_122269_cov_11.242561_37,1,130,AXH66864.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66862.1,31.02,103329.0,133886.0,47.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,70.1,hypothetical protein SEA_STARPLATINUM_122,1.57e-17,1,MH576965.1,15,66.0,50.0,46,AT10B_S2_NODE_1_length_122269_cov_11.242561_35,1,47,AXH66862.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66861.1,46.007999999999996,103329.0,133886.0,71.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,96.7,hypothetical protein SEA_STARPLATINUM_120,5.3700000000000004e-27,0,MH576965.1,25,64.8,75.0,99,AT10B_S2_NODE_1_length_122269_cov_11.242561_33,29,71,AXH66861.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66856.1,38.99,103329.0,133886.0,70.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,83.2,hypothetical protein SEA_STARPLATINUM_113,3.74e-22,0,MH576965.1,31,55.7,71.0,70,AT10B_S2_NODE_1_length_122269_cov_11.242561_28,1,70,AXH66856.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66855.1,458.12199999999996,103329.0,133886.0,602.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,924.0,FtsK-like DNA translocase,0.0,1,MH576965.1,143,76.1,603.0,601,AT10B_S2_NODE_1_length_122269_cov_11.242561_27,1,602,AXH66855.1,1,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66854.1,125.00099999999999,103329.0,133886.0,171.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,251.0,nucleotidyltransferase,3.56e-85,1,MH576965.1,45,73.1,173.0,190,AT10B_S2_NODE_1_length_122269_cov_11.242561_26,21,173,AXH66854.1,3,Streptomyces phage StarPlatinum
AT10B_S2_NODE_1_length_122269_cov_11,AXH66851.1,42.96600000000001,103329.0,133886.0,93.0,Caudoviricetes,E,,dsDNA,Complete genome,Karimacvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Streptomyces virus StarPlatinum,,Boydwoodruffvirinae,,,,,,MH576965,NC_048721,,,Streptomyces phage StarPlatinum,75.9,HNH endonuclease,1.03e-17,3,MH576965.1,47,46.2,117.0,132,AT10B_S2_NODE_1_length_122269_cov_11.242561_112,41,104,AXH66851.1,14,Streptomyces phage StarPlatinum
